Ano,Quartil 1,Mediana,Quartil 3,QuantidadeRepo
1,6.323830421862871,15.749134766613,77.04186041092377,25
2,4.501133094165921,14.345254812654112,50.33788306067564,25
3,3.8073549220576037,23.393962782038656,50.11153821116294,25
4,2.377443751081734,22.400818856171682,57.80433263456099,25
