Ano,Quartil 1,Mediana,Quartil 3,QuantidadeRepo
1,1.6124999999999998,2.7735042735042734,4.066244239631336,25
2,1.5,2.888888888888889,3.380952380952381,25
3,1.4666666666666668,3.0,3.8695913461538463,25
4,1.0,2.9411764705882355,3.8285714285714283,25
