Ano,Quartil 1,Mediana,Quartil 3,QuantidadeRepo
1,0.020756589711823786,0.04271959626936954,0.09967260441513191,25
2,0.019425331974597636,0.03367141005954359,0.08083308753677898,25
3,0.014455114008976196,0.04890626667435901,0.06977390624381176,25
4,0.01,0.03953085680500885,0.0806992441921677,25
