Ano,Quartil 1,Mediana,Quartil 3,QuantidadeRepo
1,53.846240655907145,58.866703118076,64.79945336952849,25
2,53.5103133061881,59.61211287486044,63.95951822075016,25
3,54.51063212834045,61.395028442194146,63.81255738679141,25
4,55.02046081134982,61.23327313133535,64.03326669684694,25
