nameWithOwner,url,tagName,publishedAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,696,2014-01-28,1253,616,11,0,1,0,0,X,78.48454183546724,A,78.76288060850393,A,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111,12,3271;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.3.0,2014-11-26,15896,10367,54,1,1,0,0,X,55.44723781282701,A,56.644639205834466,A,0.8,40.776198982402605,2.265344387911256,0.014707203802517744,56;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,v0.4.0,2015-02-07,20283,12906,66,1,1,0,0,X,66.61292382003546,A,56.26522259273057,A,1.6369047619047619,94.40401251899046,5.244667362166137,0.017846234403270635,68;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.4.1,2015-02-14,20930,13280,68,2,1,0,0,X,66.61292382003546,A,57.13127606594425,A,1.6666666666666667,131.00625088570092,7.278125049205607,0.02062942335614722,71;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.4.2,2015-02-25,21895,13823,73,2,1,0,0,X,68.09976130804952,A,59.195150665885116,A,1.5,128.75507949938572,7.153059972188095,0.02213904670844827,76;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.4.3,2015-03-13,22754,14443,78,2,1,0,0,X,68.09877496539221,A,58.88496082439012,A,1.5,92.61153126862988,5.145085070479438,0.02062942335614722,81;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.5.0,2015-04-10,24112,15203,87,2,1,0,0,X,67.9199835594154,A,61.6898195036543,A,1.1666666666666667,95.59900001923084,5.311055556623936,0.023162289433751926,90;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.6.0,2015-06-04,25730,16169,87,2,1,0,0,X,67.9199835594154,A,59.33147143872867,A,1.5,89.62406251802892,4.9791145843349405,0.017924812503605784,90;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.7.0,2015-07-21,24146,15146,77,2,1,0,0,X,62.98884996877393,A,55.637301218300934,A,1.6666666666666667,163.18939157002217,9.066077309445676,0.028,80;;;;
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,0.7.1,2015-08-12,28417,18001,89,2,0,0,0,X,61.033833895277304,A,56.68537501227554,A,1.6666666666666667,208.46060490376735,11.581144716875963,0.03889735285398626,91;;;;
