nameWithOwner,totalLoc,totalSloc,cc,miMultiFalse,miMultiTrue,difficulty,effort,timeHas,bugs,totalFiles
10se1ucgo/DisableWinTracking,696.0,476.0,0.0,51.40225811173221,55.18893149970566,3.8588709677419355,2133.7382442085764,118.54101356714312,0.1288460504448863,3.0
aboul3la/Sublist3r,671.0,487.0,0.0,57.08164336972633,57.08164336972633,5.128048780487805,8057.746423689462,447.652579093859,0.2760582027290029,4.0
aio-libs/aiohttp,36196.0,26539.0,0.0,49.14795653626064,49.72553037306947,2.6794871794871797,520.111893254769,28.8951051808205,0.05617778469408399,133.0
airbnb/knowledge-repo,10462.0,7127.0,0.0,67.44962913821873,72.188264593327,1.0,30.0,1.6666666666666667,0.008422064766172813,104.0
apprenticeharper/DeDRM_tools,8426.0,5967.0,0.0,53.39150165802696,56.74951750364849,5.058566433566433,2423.9294019429813,134.66274455238784,0.1358260744403333,55.0
asciimoo/searx,14599.0,9236.0,0.0,70.09100738385266,76.16601803911219,2.076923076923077,175.1368500605771,9.729825003365395,0.027484712505528867,129.0
bear/python-twitter,5745.0,4107.0,0.0,77.5454268379201,76.59658320809335,0.5,3.1699250014423126,0.17610694452457293,0.002,37.0
beetbox/beets,44178.0,28616.5,0.0,61.512550888686064,64.13404978788658,2.149867374005305,177.800060009204,9.877781111622443,0.027244111648201473,159.5
belluzj/fantasque-sans,278.0,153.0,0.0,73.39028411207093,73.39028411207093,4.281818181818181,2263.8792976121076,125.77107208956153,0.10201352224114338,2.0
binux/pyspider,13094.0,9808.0,0.0,66.6367906475351,67.94785250907486,2.0,164.4777326328885,9.13765181293825,0.02861223988875238,103.0
mesonbuild/meson,21395.0,16172.0,0.0,86.20556830283704,86.20556830283704,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,215.0
microsoft/botframework-sdk,397.0,269.0,0.0,53.95547393449928,63.381697885649686,4.32,1724.822477198047,95.82347095544705,0.12479335752337291,3.0
mitmproxy/mitmproxy,47798.0,35694.0,0.0,62.95543683644963,67.82742192357686,1.0666666666666667,39.863137138648355,2.2146187299249087,0.009509775004326938,445.0
msiemens/tinydb,3871.0,1839.0,0.0,56.43573614466017,55.06391297848309,2.25,134.43609377704337,7.468671876502409,0.024,20.0
mwaskom/seaborn,16392.0,10332.0,0.0,100.0,100.0,0.5,1.0,0.05555555555555555,0.0006666666666666666,80.0
pymc-devs/pymc3,34620.0,20830.0,0.0,52.855939276614144,61.077218319813106,3.4615384615384617,696.4287613689364,38.69048674271869,0.06834594953507249,161.0
python-pillow/Pillow,46757.5,29512.0,0.0,63.27223858167423,64.05207642028444,2.0801864801864802,293.0325233438902,16.27958463021612,0.05084696509220002,279.0
python-telegram-bot/python-telegram-bot,38437.0,19756.0,0.0,75.72200053564256,72.41478074902675,1.225,66.82414283733239,3.7124523798517997,0.019931568569324175,264.0
python-visualization/folium,11894.5,7141.0,0.0,73.3822406436475,82.54750514517733,1.0793650793650793,48.0,2.6666666666666665,0.011623058338621813,65.0
RaRe-Technologies/gensim,71339.0,31047.0,0.0,60.947650173648825,57.30914935222868,2.7272727272727275,305.81052547394086,16.989473637441158,0.03711508687613148,207.5
soimort/you-get,11738.0,8739.0,0.0,69.77233449414871,70.3728172524595,2.1333333333333333,122.18706287925912,6.78817015995884,0.018769486600496738,140.0
spotify/luigi,53318.0,31500.0,0.0,72.4752790207558,71.81514516497012,1.5,62.26976913547136,3.4594316186372978,0.01383772647454919,251.0
sripathikrishnan/redis-rdb-tools,2631.0,2029.0,0.0,58.941911422485475,59.002449407799084,2.2857142857142856,106.3016990363956,5.905649946466422,0.01383772647454919,21.0
StackStorm/st2,158909.0,102893.0,0.0,84.23637684899063,83.29747389890798,0.5,6.965784284662087,0.3869880158145604,0.0038698801581456034,1170.0
stamparm/maltrail,5829.5,4103.0,0.0,76.5036370748824,88.80917104164907,2.2125,94.88726725405158,5.27151484744731,0.01383772647454919,89.5
