nameWithOwner,url,tagName,publishedAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
deepmind/sonnet,https://github.com/deepmind/sonnet.git,2,2017-04-03,22165,12838,124,0,0,0,0,X,73.31361454229418,A,71.82278190486882,A,1.9375,110.49845392726809,6.138802995959338,0.018251099295352728,124,8413
deepmind/sonnet,https://github.com/deepmind/sonnet.git,v2.0-beta,2019-09-06,20923,12008,115,0,0,0,0,X,72.72519751466581,A,69.76750093625729,A,2.142857142857143,124.53953827094274,6.918863237274596,0.020756589711823786,115
deepmind/sonnet,https://github.com/deepmind/sonnet.git,v2.0.0,2020-03-27,22147,12772,124,0,0,0,0,X,73.57183523834382,A,72.06837481701055,A,1.9375,114.22064766172811,6.345591536762672,0.018769486600496738,124
