nameWithOwner,url,tagName,publishedAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
stamparm/maltrail,https://github.com/stamparm/maltrail.git,10,2014-12-04,5855,4136,86,0,1,1,0,X,76.5036370748824,A,88.80917104164907,A,2.175,94.88726725405158,5.27151484744731,0.01383772647454919,88,3627
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.9,2016-01-05
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.11,2018-11-06
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.12,2019-03-11
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.13,2019-04-30
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.14,2019-07-09
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.15,2019-09-20
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.16,2019-11-04
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.17,2020-01-31
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.18,2020-03-04
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.21,2020-06-10
stamparm/maltrail,https://github.com/stamparm/maltrail.git,0.22,2020-06-30
