nameWithOwner,url,tagName,publishedAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
nvbn/thefuck,https://github.com/nvbn/thefuck.git,15,2015-04-08,15424,11520,381,0,10,0,0,X,67.19348922601542,A,67.80518514531244,A,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364,391,54039
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.16,2017-04-10
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.17,2017-05-10
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.18,2017-05-10
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.19,2017-08-03
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.20,2017-08-16
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.21,2017-08-21
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.22,2017-08-29
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.23,2017-08-29
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.24,2017-10-16
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.25,2017-11-23
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.26,2018-04-25
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.27,2018-05-22
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.28,2018-11-29
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.29,2019-05-27
nvbn/thefuck,https://github.com/nvbn/thefuck.git,3.30,2020-03-19
