nameWithOwner;tag;typeRelease;isFirstRow(bool);isNotaMax(bool);isLOCchanged(bool);isMetricChanged(bool);qtDias;porcValF(%);deltaLOC(qtd);deltaSLOC(qtd);deltaMIF(%);deltaMIT(%);deltaDiff(%);deltaEff(%);deltaTimeH(%);deltaBug(%);deltaFiles(qtd);totalFiles(qtd)
aio-libs/aiohttp;v3.1.0;VR;0;0;0;1;8;92,1;-792;-448;-0,45;0,09;2,51;2,26;2,26;-0,38;0;140
aio-libs/aiohttp;v3.1.1;VR;0;0;1;0;5;92,1;103;72;0,0;0,0;0,0;0,0;0,0;0,0;0;140
aio-libs/aiohttp;v3.1.2;VR;0;0;1;0;10;92,1;26;22;0,0;0,0;0,0;0,0;0,0;0,0;0;140
aio-libs/aiohttp;v3.1.3;VR;0;0;1;1;7;92,2;41;26;0,62;0,69;-3,64;-2,21;-2,21;-2,0;1;141
aio-libs/aiohttp;v3.2.0;VR;0;0;1;1;24;91,3;194;159;-5,03;-4,05;15,89;42,36;42,36;47,88;-14;127
aio-libs/aiohttp;v3.2.1;VR;0;0;1;0;3;91,3;22;19;0,0;0,0;0,0;0,0;0,0;0,0;0;127
aio-libs/aiohttp;v3.3.0;VR;0;0;1;1;22;91,5;430;322;-3,33;-0,39;6,61;4,91;4,91;4,16;2;129
aio-libs/aiohttp;v3.3.1;VR;0;0;1;1;4;91,5;28;21;0,0;0,0;1,68;0,0;0,0;0,0;0;129
aio-libs/aiohttp;v3.3.2;VR;0;0;1;0;9;91,5;8;3;0,0;0,0;0,0;0,0;0,0;0,0;0;129
aio-libs/aiohttp;v3.4.0;VR;0;0;1;1;72;91,6;499;408;0,71;-0,26;7,99;78,48;78,48;10,37;2;131
aio-libs/aiohttp;v3.4.1;VR;0;0;0;0;3;91,6;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;131
aio-libs/aiohttp;v3.4.2;VR;0;0;1;0;4;91,6;7;4;0,0;0,0;0,0;0,0;0,0;0,0;0;131
aio-libs/aiohttp;v3.4.3;VR;0;0;1;0;4;91,6;90;64;0,0;0,0;0,0;0,0;0,0;0,0;0;131
aio-libs/aiohttp;v3.4.4;VR;0;0;0;0;0;91,6;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;131
aio-libs/aiohttp;v3.5.0;VR;0;0;1;1;108;91,8;1917;1633;4,4;-1,07;2,99;-1,55;-1,55;4,15;3;134
aio-libs/aiohttp;v3.5.1;VR;0;0;1;0;2;91,8;2;2;0,0;0,0;0,0;0,0;0,0;0,0;0;134
aio-libs/aiohttp;v3.5.2;VR;0;0;1;1;16;91,7;787;820;-0,66;-0,01;2,52;-0,94;-0,94;2,04;-1;133
aio-libs/aiohttp;v3.5.3;VR;0;0;1;0;3;91,7;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0;133
aio-libs/aiohttp;v3.5.4;VR;0;0;1;0;0;91,7;6;0;0,0;0,0;0,0;0,0;0,0;0,0;0;133
aio-libs/aiohttp;v3.6.0;VR;0;0;1;1;238;91,7;260;218;0,53;0,0;1,13;-5,85;-5,85;-3,53;0;133
aio-libs/aiohttp;v3.6.1;VR;0;0;1;1;15;91,7;60;60;-0,63;0,0;-2,06;0,0;0,0;0,0;0;133
aio-libs/aiohttp;v4.0.0a1;VR;0;0;1;1;17;91,7;287;273;-5,51;-0,8;3,0;23,04;23,04;5,73;-1;132
aio-libs/aiohttp;v3.6.2a1;VR;0;0;1;1;0;91,7;268;197;-0,44;0,48;-0,11;16,14;16,14;3,13;1;133
aio-libs/aiohttp;v3.6.2a2;VR;0;0;0;0;0;91,7;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;133
aio-libs/aiohttp;v3.6.2;VR;0;0;0;0;0;91,7;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;133
airbnb/knowledge-repo;v0.6.0;VR;1;0;0;0;41;0;0;0;0;0;0;0;0;0;0;72
airbnb/knowledge-repo;v0.6.1;VR;0;0;1;0;0;95,8;37;26;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.2;VR;0;0;1;0;0;95,8;1;1;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.3;VR;0;0;1;0;2;95,8;3;2;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.4;VR;0;0;1;0;8;95,8;57;37;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.5;VR;0;0;1;0;5;95,8;3;3;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.6;VR;0;0;0;0;0;95,8;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;72
airbnb/knowledge-repo;v0.6.7;VR;0;0;0;0;14;95,8;-3;-3;0,0;0,0;0,0;0,0;0,0;0,0;0;72
