nameWithOwner;tag;typeRelease;isFirstRow(bool);isNotaMax(bool);isLOCchanged(bool);isMetricChanged(bool);qtDias;porcValF(%);deltaLOC(qtd);deltaSLOC(qtd);deltaMIF(%);deltaMIT(%);deltaDiff(%);deltaEff(%);deltaTimeH(%);deltaBug(%);deltaFiles(qtd);totalFiles(qtd)
burnash/gspread;v0.2.4;VR;0;0;1;0;37;100,0;3;-1;0,0;0,0;0,0;0,0;0,0;0,0;0;11
burnash/gspread;v0.2.5;VR;0;0;1;0;4;100,0;9;5;0,0;0,0;0,0;0,0;0,0;0,0;0;11
burnash/gspread;v0.3.0;VR;0;0;1;1;239;92,9;380;251;0,0;3,61;-20,0;-56,02;-56,02;-45,02;3;14
burnash/gspread;0.4.0;VR;0;0;0;0;197;92,9;-82;-44;0,0;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.4.1;VR;0;0;0;0;16;92,9;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.5.0;VR;0;0;1;0;149;92,9;229;125;-7,93;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.5.1;VR;0;0;1;0;2;92,9;42;27;2,06;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.6.0;VR;0;0;1;0;1;92,9;218;109;0,0;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.6.1;VR;0;0;1;0;5;92,9;3;1;0,0;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v0.6.2;VR;0;0;0;0;0;92,9;-14;-13;0,0;0,0;0,0;0,0;0,0;0,0;0;14
burnash/gspread;v2.0.0;VR;0;0;1;1;446;95,2;1271;616;-5,45;1,33;16,67;38,89;38,89;45,53;7;21
burnash/gspread;v2.0.1;VR;0;0;1;0;21;95,2;53;31;0,0;0,0;0,0;0,0;0,0;0,0;0;21
burnash/gspread;v2.1.0;VR;0;0;1;0;5;95,2;7;6;0,0;0,0;0,0;0,0;0,0;0,0;0;21
burnash/gspread;v2.1.1;VR;0;0;1;0;1;95,2;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0;21
burnash/gspread;v3.0.0;VR;0;0;0;1;5;91,7;-1382;-683;-6,2;-1,31;-42,86;-45,92;-45,92;-31,29;-9;12
burnash/gspread;v3.0.1;VR;0;0;1;0;79;91,7;37;24;0,0;0,0;0,0;0,0;0,0;0,0;0;12
burnash/gspread;v3.1.0;VR;0;0;1;1;150;90,0;100;-74;-10,98;-10,82;0,0;0,0;0,0;57,73;-2;10
burnash/gspread;v3.2.0;VR;0;0;1;1;429;90,0;77;51;0,0;0,06;0,0;33,14;33,14;26,8;0;10
burnash/gspread;v3.3.0;VR;0;0;1;1;42;90,0;737;326;0,0;-1,44;0,0;26,79;26,79;22,26;0;10
burnash/gspread;v3.3.1;VR;0;0;1;0;24;90,0;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0;10
burnash/gspread;v3.4.0;VR;0;0;1;1;0;90,0;661;415;0,0;1,63;0,0;15,33;15,33;5,47;0;10
burnash/gspread;v3.4.1;VR;0;0;1;0;0;90,0;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0;10
burnash/gspread;v3.4.2;VR;0;0;1;1;1;90,0;3;0;0,0;0,08;0,0;0,0;0,0;0,0;0;10
burnash/gspread;v3.5.0;VR;0;0;1;1;17;90,9;240;125;27,51;4,94;0,0;-40,72;-40,72;-33,64;1;11
burnash/gspread;v3.6.0;VR;0;0;0;1;7;81,8;-1983;-890;18,52;5,56;0,0;-68,7;-68,7;-76,22;0;11
byt3bl33d3r/CrackMapExec;v1.0.0;NM;1;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.1;NM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.2;NM;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.3;NM;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.4;NM;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.5;NM;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.6;NM;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.7;NM;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.8;NM;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v1.0.9;NM;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
byt3bl33d3r/CrackMapExec;v2.0;VR;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;27
byt3bl33d3r/CrackMapExec;v2.1;VR;0;0;1;1;3;51,9;136;114;-4,13;-3,75;2,11;6,53;6,53;-3,84;0;27
byt3bl33d3r/CrackMapExec;v2.2;VR;0;0;1;1;28;51,9;53;42;0,67;0,41;-0,52;0,0;0,0;0,0;0;27
byt3bl33d3r/CrackMapExec;v2.3;VR;0;0;1;1;28;50,0;297;270;-5,95;-5,49;19,73;16,41;16,41;7,23;1;28
byt3bl33d3r/CrackMapExec;v3.0;VR;0;0;1;1;78;62,2;778;439;21,29;23,3;-13,87;-39,34;-39,34;-27,13;17;45
byt3bl33d3r/CrackMapExec;v3.1;VR;0;0;1;1;61;71,7;1478;1063;-5,09;-1,37;-10,8;-16,77;-16,77;-2,83;8;53
byt3bl33d3r/CrackMapExec;3.1.2;VR;0;0;1;1;47;72,2;117;94;3,09;-0,58;12,8;30,15;30,15;19,57;1;54
byt3bl33d3r/CrackMapExec;v3.1.3;VR;0;0;1;1;12;72,2;46;43;0,06;0,0;-3,57;0,0;0,0;-6,67;0;54
byt3bl33d3r/CrackMapExec;v3.1.4;VR;0;0;1;1;7;72,2;20;15;-0,06;-1,54;0,0;0,0;0,0;0,0;0;54
byt3bl33d3r/CrackMapExec;v3.1.5;VR;0;0;1;1;142;72,7;187;128;0,03;3,57;5,82;4,53;4,53;4,2;1;55
byt3bl33d3r/CrackMapExec;5.0.0dev;VR;0;0;1;1;1207;88,8;4342;2971;-2,82;7,9;-19,15;-50,19;-50,19;-36,56;34;89
byt3bl33d3r/CrackMapExec;v5.0.1dev;VR;0;0;0;1;1;89,5;-103;-48;-1,65;-0,1;0,0;0,0;0,0;0,0;-3;86
byt3bl33d3r/CrackMapExec;v5.0.2dev;VR;0;0;1;1;15;89,8;248;229;1,99;0,1;0,0;0,0;0,0;0,0;2;88
byt3bl33d3r/CrackMapExec;v5.1.0dev;VR;0;0;0;1;51;88,2;-85;-32;-2,38;0,01;0,0;0,52;0,52;17,87;5;93
byt3bl33d3r/MITMf;v0.5;VR;1;0;0;0;19;0;0;0;0;0;0;0;0;0;0;29
byt3bl33d3r/MITMf;v0.6;VR;0;0;1;0;23;48,4;4;0;0,0;0,0;0,0;0,0;0,0;0,0;2;31
byt3bl33d3r/MITMf;v0.7;VR;0;0;1;1;54;50,0;259;151;-1,59;-3,71;25,0;150,74;150,74;83,83;5;36
byt3bl33d3r/MITMf;v0.8;VR;0;0;1;1;49;46,2;46;19;-2,66;-1,42;0,0;0,0;0,0;0,0;3;39
byt3bl33d3r/MITMf;v0.9;VR;0;0;1;1;27;44,2;1450;1243;-3,99;-10,97;-20,0;217,17;217,17;228,87;13;52
byt3bl33d3r/MITMf;v0.9.1;VR;0;0;0;0;27;44,2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;52
byt3bl33d3r/MITMf;v0.9.5;VR;0;0;1;1;53;57,4;891;634;0,0;-0,3;23,08;0,0;0,0;0,0;2;54
byt3bl33d3r/MITMf;v0.9.6;VR;0;0;0;1;29;52,6;-1644;-1418;13,95;13,41;66,45;59,77;59,77;-2,48;-16;38
byt3bl33d3r/MITMf;v0.9.7;VR;0;0;1;1;34;53,8;5495;3763;-8,11;-7,24;-5,42;65,62;65,62;65,88;66;104
byt3bl33d3r/MITMf;v0.9.8;VR;0;0;0;1;102;63,6;-458;-386;6,47;6,66;-5,38;-65,4;-65,4;-62,19;-27;77
carltongibson/django-filter;v0.10.0;VR;1;0;0;0;2294;0;0;0;0;0;0;0;0;0;0;21
carltongibson/django-filter;0.11.0;VR;0;0;1;1;93;90,5;468;344;-2,25;0,0;12,5;87,31;87,31;52,26;0;21
carltongibson/django-filter;0.12.0;VR;0;0;1;1;146;90,9;123;85;-2,46;-4,12;-12,7;-35,19;-35,19;-8,51;1;22
carltongibson/django-filter;v0.13;VR;0;0;1;1;64;92,0;1181;814;7,15;22,0;1,82;14,29;14,29;-5,18;3;25
carltongibson/django-filter;0.14.0;VR;0;0;1;1;156;92,6;483;315;-3,25;-18,91;0,0;58,5;58,5;0,0;2;27
carltongibson/django-filter;0.15.0;VR;0;0;1;1;37;92,1;1353;865;10,36;17,71;-25,0;-52,68;-52,68;-24,29;11;38
carltongibson/django-filter;0.15.1;VR;0;0;1;1;8;94,9;246;179;3,99;4,63;0,0;-19,74;-19,74;-32,28;1;39
carltongibson/django-filter;0.15.2;VR;0;0;1;0;1;94,9;12;8;0,0;0,0;0,0;0,0;0,0;0,0;0;39
carltongibson/django-filter;0.15.3;VR;0;0;1;1;18;94,9;51;34;0,0;0,0;0,0;24,59;24,59;47,66;0;39
carltongibson/django-filter;1.0.0;VR;0;0;1;1;31;94,9;185;65;-3,84;-4,89;0,0;-19,74;-19,74;-32,28;0;39
carltongibson/django-filter;1.0.1;VR;0;0;1;0;11;94,9;7;4;0,0;0,0;0,0;0,0;0,0;0,0;0;39
carltongibson/django-filter;1.0.2;VR;0;0;1;1;116;94,9;276;206;0,83;-5,25;0,0;0,0;0,0;47,66;0;39
carltongibson/django-filter;1.0.3;VR;0;0;1;1;53;95,0;237;166;-4,42;-0,25;0,0;-2,54;-2,54;-16,14;1;40
carltongibson/django-filter;1.0.4;VR;0;0;1;0;3;95,0;27;17;0,0;0,0;0,0;0,0;0,0;0,0;0;40
carltongibson/django-filter;1.1.0;VR;0;0;1;1;153;95,1;520;378;-1,3;0,25;0,0;-2,6;-2,6;19,24;1;41
carltongibson/django-filter;2.0.0;VR;0;0;1;1;267;95,1;424;267;5,35;1,72;0,0;-9,7;-9,7;-35,38;0;41
carltongibson/django-filter;2.1.0;VR;0;0;1;1;191;95,1;144;116;5,52;0,62;0,0;0,0;0,0;0,0;0;41
carltongibson/django-filter;2.2.0;VR;0;0;1;1;177;95,1;55;44;-5,23;-0,62;0,0;0,0;0,0;0,0;0;41
carltongibson/django-filter;2.3.0;VR;0;0;1;1;325;97,5;277;198;0,0;-0,14;0,0;0,0;0,0;0,0;-1;40
celery/celery;v3.0.20;VR;1;0;0;0;1531;0;0;0;0;0;0;0;0;0;0;265
celery/celery;4.4.0rc5;VR;0;0;1;1;2348;90,0;31458;22722;-15,25;-11,31;100,0;553,34;553,34;321,58;86;351
celery/celery;4.4.0;VR;0;0;0;1;9;89,7;-1063;-840;0,12;0,05;0,0;-0,2;-0,2;-1,3;0;351
celery/celery;4.4.1;VR;0;0;1;1;77;89,8;351;266;0,0;-0,1;0,0;0,0;0,0;-1,56;2;353
celery/celery;4.4.2;VR;0;0;1;0;45;89,8;28;18;0,0;0,0;0,0;0,0;0,0;0,0;0;353
celery/celery;4.4.3;VR;0;0;1;1;46;89,8;392;321;-0,06;0,0;0,0;0,39;0,39;4,25;0;353
celery/celery;v4.4.4;VR;0;0;1;0;2;89,8;540;438;0,0;0,0;0,0;0,0;0,0;0,0;0;353
celery/celery;v4.4.5;VR;0;0;1;0;5;89,8;347;294;0,0;0,0;0,0;0,0;0,0;0,0;0;353
celery/celery;v4.4.6;VR;0;0;1;1;16;89,8;171;125;0,03;0,05;0,0;-0,2;-0,2;-2,4;1;354
certbot/certbot;v0.40.1;VR;1;0;0;0;1821;0;0;0;0;0;0;0;0;0;0;326
certbot/certbot;v1.0.0;VR;0;0;0;1;26;98,5;-1521;-537;2,18;2,3;0,0;-25,0;-25,0;-6,42;16;342
certbot/certbot;v1.1.0;VR;0;0;0;1;42;98,5;-71;41;-0,08;0,5;0,0;0,0;0,0;0,0;0;342
certbot/certbot;v1.2.0;VR;0;0;1;0;22;98,5;119;75;0,0;0,0;0,0;0,0;0,0;0,0;0;342
certbot/certbot;v1.3.0;VR;0;0;1;0;27;98,3;2395;1338;-0,88;0,0;0,0;0,0;0,0;0,0;15;357
certbot/certbot;v1.4.0;VR;0;0;1;1;64;98,3;1179;859;1,13;-2,83;50,0;58,5;58,5;12,92;2;359
certbot/certbot;v1.5.0;VR;0;0;1;0;27;98,3;144;89;0,0;0,0;0,0;0,0;0,0;0,0;0;359
chrippa/livestreamer;v1.4.5;VR;1;0;0;0;688;0;0;0;0;0;0;0;0;0;0;73
chrippa/livestreamer;v1.5.0;VR;0;0;1;1;11;93,5;327;234;-0,26;-0,66;0,0;5,31;5,31;3,5;4;77
chrippa/livestreamer;v1.5.1;VR;0;0;1;1;30;93,6;263;187;-0,03;-0,23;0,0;0,4;0,4;1,59;1;78
chrippa/livestreamer;v1.5.2;VR;0;0;1;0;14;93,6;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0;78
chrippa/livestreamer;v1.6.0;VR;0;0;1;1;33;94,2;1789;1294;0,07;0,0;7,69;16,77;16,77;16,26;8;86
chrippa/livestreamer;v1.6.1;VR;0;0;1;0;8;94,2;3;2;0,0;0,0;0,0;0,0;0,0;0,0;0;86
chrippa/livestreamer;v1.7.0;VR;0;0;1;1;31;94,4;540;410;-1,64;-0,8;1,72;35,64;35,64;19,43;3;89
chrippa/livestreamer;v1.7.1;VR;0;0;1;1;30;94,4;184;127;-0,04;-0,81;0,41;-3,02;-3,02;-1,39;1;90
chrippa/livestreamer;v1.7.2;VR;0;0;0;1;10;94,4;-30;-19;1,71;1,64;2,27;8,91;8,91;3,78;0;90
chrippa/livestreamer;v1.7.3;VR;0;0;1;1;44;94,6;443;312;0,23;0,61;-1,11;-0,82;-0,82;-0,46;3;93
chrippa/livestreamer;v1.7.4;VR;0;0;0;1;28;94,8;-199;-109;1,45;1,12;-6,37;-25,65;-25,65;-10,49;4;97
chrippa/livestreamer;v1.7.5;VR;0;0;1;1;8;94,9;157;113;-0,89;-0,26;4,0;22,35;22,35;11,2;1;98
chrippa/livestreamer;v1.8.0;VR;0;0;1;1;45;95,2;967;680;-0,16;1,62;-7,69;-21,69;-21,69;-10,08;7;105
chrippa/livestreamer;v1.8.1;VR;0;0;1;1;27;94,4;195;155;-1,09;-1,67;0,0;-6,65;-6,65;-10,73;3;108
chrippa/livestreamer;v1.8.2;VR;0;0;1;0;12;94,4;104;90;-1,09;0,0;0,0;0,0;0,0;0,0;0;108
chrippa/livestreamer;v1.9.0;VR;0;0;1;1;53;95,0;2353;1976;7,58;5,48;-41,43;-66,84;-66,84;-57,48;12;120
chrippa/livestreamer;v1.10.0;VR;0;0;1;1;27;94,6;519;356;2,33;1,59;-14,63;-11,11;-11,11;-5,26;10;130
chrippa/livestreamer;v1.10.1;VR;0;0;1;1;4;94,7;94;71;0,03;-0,35;0,0;-5,47;-5,47;0,0;1;131
chrippa/livestreamer;v1.10.2;VR;0;0;1;1;14;94,8;207;147;0,58;2,25;10,0;19,02;19,02;0,0;4;135
chrippa/livestreamer;v1.11.0;VR;0;0;1;1;96;94,9;375;270;-0,29;1,58;13,64;11,11;11,11;6,86;3;138
chrippa/livestreamer;v1.11.1;VR;0;0;1;0;2;94,9;1;1;0,0;0,0;0,0;0,0;0,0;0,0;0;138
chrippa/livestreamer;v1.12.0;VR;0;0;1;1;79;95,1;622;475;1,43;0,95;0,0;1,62;1,62;3,98;6;144
chrippa/livestreamer;v1.12.1;VR;0;0;1;1;21;95,3;374;258;0,0;0,55;0,0;0,0;0,0;0,0;4;148
chrippa/livestreamer;v1.12.2;VR;0;0;1;1;41;95,4;365;236;0,59;0,35;0,0;-1,6;-1,6;0,0;4;152
chriskiehl/Gooey;1.0.3;VR;1;0;0;0;2090;0;0;0;0;0;0;0;0;0;0;94
chriskiehl/Gooey;1.0.3.1-hotfix;VR;0;0;0;0;216;88,3;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;94
chriskiehl/Gooey;1.0.4;VR;0;0;1;1;57;89,4;942;591;0,0;-1,84;0,0;0,0;0,0;0,0;10;104
chrissimpkins/codeface;font-collection;VR;1;0;0;0;22;0;0;0;0;0;0;0;0;0;0;1
chrissimpkins/codeface;cjk-font-collection;NV;0;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v0.9.0-dev-1;NF;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v0.9.0-dev-2;NF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v0.9.0;NF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v0.10.0;NF;0;0;0;0;710;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v1.0.0;NF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v1.0.1;NF;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v1.1.0;NF;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
chrissimpkins/Crunch;v2.0.0;VR;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;6
chrissimpkins/Crunch;v2.0.1;VR;0;0;1;1;4;83,3;10;4;-0,09;-0,09;0,0;0,0;0,0;0,0;0;6
chrissimpkins/Crunch;v2.0.2;VR;0;0;1;1;1;83,3;72;32;-2,07;-2,07;0,0;0,0;0,0;0,0;0;6
chrissimpkins/Crunch;v2.1.0;VR;0;0;1;1;2;83,3;139;78;-1,16;-1,16;0,0;119,09;119,09;130,63;0;6
chrissimpkins/Crunch;v3.0.0;VR;0;0;1;1;16;83,3;280;177;-8,56;-8,56;20,11;99,5;99,5;18,7;0;6
chrissimpkins/Crunch;v3.0.1;VR;0;0;0;0;15;83,3;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;6
chrissimpkins/Crunch;v4.0.0;VR;0;0;1;1;489;87,5;489;364;47,59;47,59;6,15;-76,69;-76,69;-80,48;2;8
christabor/flask_jsondash;1.0.3-pre-pypackage;VR;1;0;0;0;158;0;0;0;0;0;0;0;0;0;0;8
christabor/flask_jsondash;3.0.0;VR;0;0;1;1;29;63,6;182;139;-0,77;-2,16;33,33;76,77;76,77;58,38;3;11
christabor/flask_jsondash;3.2.1;VR;0;0;1;1;1;63,6;125;98;-1,23;-2,38;0,0;49,21;49,21;49,21;0;11
christabor/flask_jsondash;4.0.0;VR;0;0;1;1;63;63,6;405;301;5,21;14,35;0,0;-42,56;-42,56;-42,56;0;11
christabor/flask_jsondash;5.0.0;VR;0;0;1;1;54;81,8;1078;835;-5,82;-7,67;19,64;389,72;389,72;233,99;11;22
christabor/flask_jsondash;6.2.3;VR;0;0;1;1;176;86,5;1894;1378;-7,29;-15,38;-8,19;35,32;35,32;60,27;15;37
chyroc/WechatSogou;v2.0.3;VR;1;0;0;0;307;0;0;0;0;0;0;0;0;0;0;13
chyroc/WechatSogou;v3.0.0;VR;0;0;1;1;137;100,0;176;-42;-11,03;-15,12;0,0;0,0;0,0;0,0;4;17
chyroc/WechatSogou;v3.1.0;VR;0;0;1;1;2;100,0;485;334;-1,96;-1,18;0,0;0,0;0,0;0,0;3;20
chyroc/WechatSogou;v4.0.3;VR;0;0;1;1;213;95,2;65;69;-2,12;0,44;0,0;0,0;0,0;0,0;1;21
chyroc/WechatSogou;v4.1.0;VR;0;0;1;0;2;95,2;28;21;0,0;0,0;0,0;0,0;0,0;0,0;0;21
chyroc/WechatSogou;v4.2.0;VR;0;0;1;0;43;95,2;236;131;0,0;0,0;0,0;0,0;0,0;0,0;0;21
chyroc/WechatSogou;v4.2.2;VR;0;0;1;1;22;95,2;3;3;0,0;-1,29;0,0;0,0;0,0;0,0;0;21
cloudtools/troposphere;0.6.2;VR;1;1;0;0;669;0;0;0;0;0;0;0;0;0;0;62
cloudtools/troposphere;0.7.1;VR;0;1;0;0;131;0;0;0;0;0;0;0;0;0;0;69
cloudtools/troposphere;1.0.0;VR;0;1;0;0;80;0;0;0;0;0;0;0;0;0;0;70
cloudtools/troposphere;1.1.0;VR;0;1;0;0;38;0;0;0;0;0;0;0;0;0;0;75
cloudtools/troposphere;1.1.2;VR;0;1;0;0;35;0;0;0;0;0;0;0;0;0;0;80
cloudtools/troposphere;1.2.0;VR;0;1;0;0;43;0;0;0;0;0;0;0;0;0;0;83
cloudtools/troposphere;1.2.1;VR;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;83
cloudtools/troposphere;1.2.2;VR;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;85
cloudtools/troposphere;1.3.0;VR;0;1;0;0;36;0;0;0;0;0;0;0;0;0;0;90
cloudtools/troposphere;1.4.0;VR;0;1;0;0;132;0;0;0;0;0;0;0;0;0;0;97
cloudtools/troposphere;1.5.0;VR;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;107
cloudtools/troposphere;1.6.0;VR;0;1;0;0;63;0;0;0;0;0;0;0;0;0;0;118
cloudtools/troposphere;1.7.0;VR;0;1;0;0;65;0;0;0;0;0;0;0;0;0;0;120
cloudtools/troposphere;1.8.0;VR;0;1;0;0;38;0;0;0;0;0;0;0;0;0;0;129
cloudtools/troposphere;1.8.1;VR;0;1;0;0;28;0;0;0;0;0;0;0;0;0;0;130
cloudtools/troposphere;1.8.2;VR;0;1;0;0;26;0;0;0;0;0;0;0;0;0;0;133
cloudtools/troposphere;1.9.0;VR;0;1;0;0;39;0;0;0;0;0;0;0;0;0;0;131
cloudtools/troposphere;1.9.1;VR;0;1;0;0;49;0;0;0;0;0;0;0;0;0;0;133
cloudtools/troposphere;1.9.2;VR;0;1;0;0;25;0;0;0;0;0;0;0;0;0;0;134
cloudtools/troposphere;1.9.3;VR;0;1;0;0;75;0;0;0;0;0;0;0;0;0;0;139
cloudtools/troposphere;1.9.4;VR;0;1;0;0;51;0;0;0;0;0;0;0;0;0;0;144
cloudtools/troposphere;1.9.5;VR;0;1;0;0;53;0;0;0;0;0;0;0;0;0;0;151
cloudtools/troposphere;1.9.6;VR;0;1;0;0;59;0;0;0;0;0;0;0;0;0;0;158
cloudtools/troposphere;2.0.0;VR;0;1;0;0;14;0;0;0;0;0;0;0;0;0;0;161
cloudtools/troposphere;2.0.1;VR;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;161
cloudtools/troposphere;2.0.2;VR;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;162
cloudtools/troposphere;2.1.0;VR;0;1;0;0;26;0;0;0;0;0;0;0;0;0;0;164
cloudtools/troposphere;2.1.1;VR;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;164
cloudtools/troposphere;2.1.2;VR;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;169
cloudtools/troposphere;2.2.0;VR;0;1;0;0;58;0;0;0;0;0;0;0;0;0;0;172
cloudtools/troposphere;2.2.1;VR;0;1;0;0;39;0;0;0;0;0;0;0;0;0;0;174
cloudtools/troposphere;2.2.2;VR;0;1;0;0;74;0;0;0;0;0;0;0;0;0;0;176
cloudtools/troposphere;2.3.0;VR;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;177
cloudtools/troposphere;2.3.1;VR;0;1;0;0;35;0;0;0;0;0;0;0;0;0;0;181
cloudtools/troposphere;2.3.2;VR;0;1;0;0;65;0;0;0;0;0;0;0;0;0;0;183
cloudtools/troposphere;2.3.3;VR;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;183
cloudtools/troposphere;2.3.4;VR;0;1;0;0;60;0;0;0;0;0;0;0;0;0;0;183
cloudtools/troposphere;2.4.0;VR;0;1;0;0;64;0;0;0;0;0;0;0;0;0;0;197
cloudtools/troposphere;2.4.1;VR;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;199
cloudtools/troposphere;2.4.2;VR;0;1;0;0;23;0;0;0;0;0;0;0;0;0;0;202
cloudtools/troposphere;2.4.3;VR;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;205
cloudtools/troposphere;2.4.4;VR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;205
cloudtools/troposphere;2.4.5;VR;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;207
cloudtools/troposphere;2.4.6;VR;0;1;0;0;29;0;0;0;0;0;0;0;0;0;0;209
cloudtools/troposphere;2.4.7;VR;0;1;0;0;58;0;0;0;0;0;0;0;0;0;0;212
cloudtools/troposphere;2.4.8;VR;0;1;0;0;37;0;0;0;0;0;0;0;0;0;0;220
cloudtools/troposphere;2.4.9;VR;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;220
cloudtools/troposphere;2.5.0;VR;0;1;0;0;31;0;0;0;0;0;0;0;0;0;0;226
cloudtools/troposphere;2.5.1;VR;0;1;0;0;28;0;0;0;0;0;0;0;0;0;0;229
cloudtools/troposphere;2.5.2;VR;0;1;0;0;35;0;0;0;0;0;0;0;0;0;0;230
cloudtools/troposphere;2.5.3;VR;0;1;0;0;70;0;0;0;0;0;0;0;0;0;0;237
cloudtools/troposphere;2.6.0;VR;0;1;0;0;76;0;0;0;0;0;0;0;0;0;0;241
cloudtools/troposphere;2.6.1;VR;0;1;0;0;73;0;0;0;0;0;0;0;0;0;0;253
coala/coala;v0.1.0-alpha;VR;1;0;0;0;282;0;0;0;0;0;0;0;0;0;0;158
coala/coala;v0.1.1-alpha;VR;0;0;1;0;2;78,5;25;22;0,0;0,0;0,0;0,0;0,0;0,0;0;158
coala/coala;0.2.0;VR;0;0;1;1;152;83,7;9789;6266;-0,21;0,41;100,0;552,37;552,37;226,19;87;245
coala/coala;0.3.0;VR;0;0;1;1;158;82,0;5474;3736;0,85;1,69;-50,0;-69,88;-69,88;-52,43;72;317
coala/coala;0.4.0;VR;0;0;1;1;31;81,7;947;451;-0,02;0,72;100,0;232,0;232,0;110,23;10;327
coala/coala;0.5.0;VR;0;0;0;1;47;85,2;-2874;-1827;4,45;7,75;-50,0;-69,88;-69,88;-52,43;-90;237
coala/coala;0.5.2;NV;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
coala/coala;0.6.0;VR;0;0;1;1;35;85,7;2534;1456;-1,36;-1,56;0,0;49,11;49,11;62,66;7;244
coala/coala;0.7.0;VR;0;0;1;1;55;86,0;1996;1050;0,0;-1,72;0,0;33,33;33,33;0,0;13;257
coala/coala;0.8.0;VR;0;0;0;1;61;85,6;-1763;-1401;1,83;-0,27;0,0;-19,43;-19,43;-3,25;-14;243
coala/coala;0.8.1;VR;0;0;1;1;13;85,7;30;21;0,28;0,03;0,0;-6,91;-6,91;0,0;1;244
coala/coala;0.9.0;VR;0;0;1;1;79;85,8;835;354;6,03;3,28;0,0;-65,87;-65,87;-59,04;17;261
coala/coala;0.9.1;VR;0;0;1;1;36;85,9;111;96;-0,38;0,25;0,0;0,0;0,0;0,0;1;262
coala/coala;0.10.0;VR;0;0;1;1;39;85,6;273;396;-4,58;4,64;0,0;0,0;0,0;0,0;-12;250
coala/coala;0.11.0rc1;VR;0;0;1;1;81;86,4;4444;2532;-0,58;-4,9;0,0;0,0;0,0;0,0;22;272
coala/coala;0.11.0rc2;VR;0;0;1;0;15;86,4;20;2;0,0;0,0;0,0;0,0;0,0;0,0;0;272
coala/coala;0.11.0;VR;0;0;0;0;10;86,4;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0;272
