nameWithOwner;tag;typeRelease;isFirstRow(bool);isNotaMax(bool);isLOCchanged(bool);isMetricChanged(bool);qtDias;qtDiasChangedRel;porcValF(%);deltaLOC(qtd);deltaSLOC(qtd);deltaMIF;deltaMIT;deltaDiff;deltaEff;deltaTimeH;deltaBug;deltaFiles(qtd);totalFiles(qtd)
10se1ucgo/DisableWinTracking;v3.0.1;VR;0;0;1;1;37;37;100;85;57;-3,261;-1,118;0,511;174,084;9,6713;0,007;0;3
10se1ucgo/DisableWinTracking;v3.1.0;VR;0;0;1;1;369;369;66,7;-425;-336;5,954;5,276;-0,5714;-241,3624;-13,409;-0,02279;0;3
10se1ucgo/DisableWinTracking;v3.2.0;VR;0;0;1;1;0;262;33,3;-289;-189;7,17;5,705;-0,7857;-342,2032;-19,0113;-0,02787;0;3
10se1ucgo/DisableWinTracking;3.2.3;VR;0;0;1;1;371;378;66,7;508;332;-13,665;-9,879;2,1089;1990,16;110,5644;0,1015;0;3
1adrianb/face-alignment;v1.0.1;VR;0;0;1;1;68;344;65;-55;-39;0;3,941;0;0;0;0;0;20
a1studmuffin/SpaceshipGenerator;v1.1.2;VR;0;0;1;1;152;154;100;1;1;-0,067;-0,067;0;0;0;0;0;3
achael/eht-imaging;v1.1.0;VR;0;0;1;1;54;79;84,3;1246;744;-1,431;-0,096;0,1189;24,2029;1,3446;0,00095;4;70
achael/eht-imaging;v1.2;VR;0;0;1;1;409;420;85,3;893;667;0,359;0,096;-0,3152;-115,2295;-6,4016;-0,01153;5;75
ActivityWatch/activitywatch;v0.7.0b1;VR;0;0;1;1;299;341;100;73;43;-9,879;-9,879;1,2;38,0391;2,1133;0,00528;1;2
ActivityWatch/activitywatch;v0.7.0b2;VR;0;0;1;1;56;56;100;138;87;-5,104;-5,104;0,6;15,1597;0,8422;0,00421;2;4
ActivityWatch/activitywatch;v0.7.1;VR;0;0;1;1;15;89;100;-341;-56;-9,914;-9,914;0,6;22,8794;1,2711;0,00107;-1;3
ActivityWatch/activitywatch;v0.8.0b1;VR;0;0;1;1;182;182;100;7;7;-8,496;-8,496;-0,1143;26,7163;1,4842;0,00442;0;3
ActivityWatch/activitywatch;v0.9.0;VR;0;0;1;1;99;681;100;140;72;6,426;6,426;-0,3929;-30,0003;-1,6667;-0,00274;1;4
ageitgey/face_recognition;v1.2.2;VR;0;0;1;1;354;354;33,3;592;337;1,591;-4,161;0,5879;377,3007;20,9612;0,04269;10;24
aio-libs/aiohttp;v0.10.0;VR;0;0;1;1;14;28;85,4;2741;1983;0,82;-0,333;-0,2009;-58,1139;-3,2285;-0,01353;9;48
aio-libs/aiohttp;v0.12.0;VR;0;0;1;1;13;29;83,3;-1056;-697;-0,327;0,051;0;-8,2738;-0,4597;-0,00203;0;48
aio-libs/aiohttp;v0.13.0;VR;0;0;1;1;17;17;83,7;274;220;0,327;0,351;0;-2,0112;-0,1117;-0,00028;1;49
aio-libs/aiohttp;v0.14.1;VR;0;0;1;1;15;17;81,8;1268;969;0,889;1,566;0;4,0224;0,2235;0,00056;6;55
aio-libs/aiohttp;v0.14.3;VR;0;0;1;1;5;13;82,1;63;47;0;2,676;-0,15;-3,2173;-0,1787;-0,00028;1;56
aio-libs/aiohttp;v0.15.0;VR;0;0;1;1;57;58;83,1;2893;2090;-0,558;-4,355;0,15;6,3486;0,3527;0,00084;9;65
aio-libs/aiohttp;v0.15.1;VR;0;0;1;1;4;4;83,6;379;311;0,444;0,897;0;0;0;0,0002;2;67
aio-libs/aiohttp;v0.15.2;VR;0;0;1;1;19;19;84,1;903;757;0,614;6,086;0;-5,7369;-0,3187;-0,00056;2;69
aio-libs/aiohttp;v0.16.0;VR;0;0;1;1;34;37;81,9;232;195;-0,5;-5,869;0;-2,6056;-0,1448;-0,0002;3;72
aio-libs/aiohttp;v0.17.0;VR;0;0;1;1;20;70;82,4;758;591;0,563;5,916;0;-1,2235;-0,068;-0,00056;2;74
aio-libs/aiohttp;v0.17.4;VR;0;0;1;1;32;56;82,4;3;2;-0,058;0;0;0;0;0;0;74
aio-libs/aiohttp;v0.18.0;VR;0;0;1;1;20;20;85,9;2518;1647;-0,155;-3,323;0;53,8791;2,9933;0,02083;11;85
aio-libs/aiohttp;v0.19.0;VR;0;0;1;1;12;37;90,2;1631;1262;0,287;1,207;0;1,7143;0,0952;0;7;92
aio-libs/aiohttp;v0.20.0;VR;0;0;1;1;33;33;90,5;751;545;1,345;-1,445;0;0,2549;0,0142;0,00038;3;95
aio-libs/aiohttp;v0.20.1;VR;0;0;1;1;2;2;90,5;43;36;0;0;0;0;0;0,00222;0;95
aio-libs/aiohttp;v0.20.2;VR;0;0;1;1;8;8;90,6;84;28;-0,97;-0,01;0;-0,2549;-0,0142;-0,0026;1;96
aio-libs/aiohttp;v0.21.0;VR;0;0;1;1;28;28;91,6;1391;1026;4,237;3,657;-0,2208;-13,5092;-0,7505;-0,01305;11;107
aio-libs/aiohttp;v0.21.1;VR;0;0;1;1;12;12;90,7;-794;-562;0,298;0,087;-0,0065;-0,9833;-0,0546;-0,00058;0;107
aio-libs/aiohttp;v0.21.2;VR;0;0;1;1;0;0;90,7;26;22;-0,595;-0,174;0,013;0;0;0;0;107
aio-libs/aiohttp;4v0.21.6;VR;0;0;1;1;54;79;91,1;-710;-472;1,735;0,67;-0,0357;-31,8295;-1,7683;-0,00519;5;112
aio-libs/aiohttp;v0.22.0;VR;0;0;1;1;71;71;92,4;2344;1572;-0,43;-0,169;0;7,5566;0,4198;0,00076;6;118
aio-libs/aiohttp;v1.0.0;VR;0;0;1;1;45;63;94,4;1782;1102;-0,169;0,14;0,25;37,0511;2,0584;0,00443;6;124
aio-libs/aiohttp;v1.0.1;VR;0;0;1;1;0;0;94,4;39;21;0,177;0,099;-0,0357;-4,9308;-0,2739;-0,00164;1;125
aio-libs/aiohttp;v1.0.2;VR;0;0;1;1;6;6;94,4;-48;-44;0;-0,059;-0,1071;0;0;0;0;125
aio-libs/aiohttp;v1.0.4;VR;0;0;1;1;12;12;94,4;80;67;-0,36;-0,273;0,1071;4,9308;0,2739;0,00222;0;125
aio-libs/aiohttp;v1.1.0;VR;0;0;1;1;23;30;91,9;-1807;-1409;0,308;0,448;0,1607;12,6287;0,7016;0,00795;-1;124
aio-libs/aiohttp;v1.2.0;VR;0;0;1;1;33;44;92,2;1476;1059;-1,014;-0,496;0;14,0017;0,7779;-0,00126;4;128
aio-libs/aiohttp;1.3.0;VR;0;0;1;1;53;53;91,5;432;216;0,357;0,36;0,125;3,0873;0,1715;-0,00031;2;130
aio-libs/aiohttp;2.0.0rc1;VR;0;0;1;1;0;35;93,4;1388;1011;0,166;0,158;0;13,4934;0,7496;0;6;136
aio-libs/aiohttp;1.3.5;VR;0;0;1;1;1;1;91,5;-1386;-1010;-0,166;-0,158;0;-13,4934;-0,7496;0;-6;130
aio-libs/aiohttp;2.0.0;VR;0;0;1;1;4;4;93,4;1489;1086;0,166;0,108;0;4,1463;0,2303;-0,00032;6;136
aio-libs/aiohttp;2.0.2;VR;0;0;1;1;2;3;93,4;30;12;-0,015;0;0;0;0;0;0;136
aio-libs/aiohttp;v2.1.0;VR;0;0;1;1;44;64;92,5;-950;-690;-0,068;0,17;0,0724;4,6736;0,2596;0,00016;-2;134
aio-libs/aiohttp;v2.2.0;VR;0;0;1;1;25;25;92,6;507;378;-0,075;0;0,0956;9,3608;0,52;0;2;136
aio-libs/aiohttp;v2.3.0;VR;0;0;1;1;120;120;93;2561;1885;0,159;0,746;-0,0718;5,8757;0,3264;0,00416;7;143
aio-libs/aiohttp;v2.3.1;VR;0;0;1;1;2;2;93;104;90;0;0;-0,1319;0;0;0;0;143
aio-libs/aiohttp;v2.3.2;VR;0;0;1;1;12;12;93;155;111;-0,166;-0,738;0,1319;3,6905;0,205;0;0;143
aio-libs/aiohttp;v2.3.3;VR;0;0;1;1;16;16;93,7;788;519;-0,011;-0,007;0,0144;13,1837;0,7324;0;0;143
aio-libs/aiohttp;v2.3.4;VR;0;0;1;1;12;12;93,7;15;11;-0,281;0;0;0;0;0;0;143
aio-libs/aiohttp;v3.0.1;VR;0;0;1;1;47;75;94,3;-1035;-896;1,765;-0,054;0,0331;0,5639;0,0313;-0,00015;-3;140
aio-libs/aiohttp;v3.0.7;VR;0;0;1;1;4;24;94,3;4;2;-0,316;0;0;17,2442;0,958;0;0;140
aio-libs/aiohttp;v3.1.0;VR;0;0;1;1;8;14;92,1;-792;-448;-0,232;0,047;0,0475;4,4878;0,2493;-0,00012;0;140
aio-libs/aiohttp;v3.1.3;VR;0;0;1;1;7;22;92,2;41;26;0,316;0,364;-0,0706;-4,4878;-0,2493;-0,00063;1;141
aio-libs/aiohttp;v3.2.0;VR;0;0;1;1;24;24;91,3;194;159;-2,58;-2,135;0,2972;83,951;4,6639;0,01489;-14;127
aio-libs/aiohttp;v3.3.0;VR;0;0;1;1;22;25;91,5;430;322;-1,623;-0,198;0,1433;13,8654;0,7703;0,00191;2;129
aio-libs/aiohttp;v3.3.1;VR;0;0;1;1;4;4;91,5;28;21;0;0;0,0389;0;0;0;0;129
aio-libs/aiohttp;v3.4.0;VR;0;0;1;1;72;81;91,6;499;408;0,335;-0,133;0,1879;232,2896;12,905;0,00497;2;131
aio-libs/aiohttp;v3.5.0;VR;0;0;1;1;108;119;91,8;1917;1633;2,085;-0,537;0,0758;-8,1647;-0,4536;0,00219;3;134
aio-libs/aiohttp;v3.5.2;VR;0;0;1;1;16;18;91,7;787;820;-0,328;-0,007;0,0659;-4,8892;-0,2716;0,00112;-1;133
aio-libs/aiohttp;v3.6.0;VR;0;0;1;1;238;241;91,7;260;218;0,259;0;0,0303;-30,1463;-1,6748;-0,00198;0;133
aio-libs/aiohttp;v3.6.1;VR;0;0;1;1;15;15;91,7;60;60;-0,311;0;-0,0559;0;0;0;0;133
aio-libs/aiohttp;v4.0.0a1;VR;0;0;1;1;17;17;91,7;287;273;-2,705;-0,398;0,0795;111,7825;6,2101;0,0031;-1;132
aio-libs/aiohttp;v3.6.2a1;VR;0;0;1;1;0;0;91,7;268;197;-0,204;0,238;-0,003;96,3098;5,3505;0,00179;1;133
airbnb/knowledge-repo;v0.6.9;VR;0;0;1;1;0;30;95,9;41;32;0,356;0,142;-0,0417;-4,4245;-0,2458;0,00055;1;73
airbnb/knowledge-repo;v0.6.11;VR;0;0;1;1;3;7;96;263;190;0,589;-0,169;-0,0128;0;0;0;2;75
airbnb/knowledge-repo;v0.7.0;VR;0;0;1;1;5;5;96,3;254;174;0;0,169;-0,2788;-7,9133;-0,4396;-0,00064;6;81
airbnb/knowledge-repo;v0.7.2;VR;0;0;1;1;0;1;96,3;11;9;-0,233;-0,142;0;3,4888;0,1938;0,00009;1;82
airbnb/knowledge-repo;v0.7.4;VR;0;0;1;1;0;41;96,4;88;71;-0,414;-0,115;0,125;3,4059;0,1892;0;1;83
airbnb/knowledge-repo;v0.7.5;VR;0;0;1;1;49;49;96,4;24;11;0;0;0,0179;0;0;0;0;83
airbnb/knowledge-repo;v0.7.6;VR;0;0;1;1;20;20;96,4;63;45;-0,307;0;0;0;0;0;0;83
airbnb/knowledge-repo;v0.8.0;VR;0;0;1;1;391;391;96,9;1502;895;1,978;0,257;-0,1429;-15,9574;-0,8865;-0,00397;14;97
airbnb/knowledge-repo;v0.8.2;VR;0;0;1;1;0;185;96,9;125;100;0;0;0;2,4831;0,1379;0,00196;0;97
airbnb/knowledge-repo;v0.8.4;VR;0;0;1;1;8;9;97,1;550;401;-0,24;-0,142;0;-1,9316;-0,1073;-0,00017;5;102
airbnb/knowledge-repo;v0.8.9;VR;0;0;1;1;522;595;97,1;130;89;1,03;0,394;0;-6;-0,3333;-0,00158;2;104
AirtestProject/Airtest;v1.1.3;VR;0;0;1;1;4;4;80,6;203;92;-0,462;0;0,0333;0;0;0;2;98
ajenti/ajenti;1.2.10;VR;0;0;1;1;7;17;89,8;287;45;0;0,462;0;0;0;0;0;197
ajenti/ajenti;1.2.13;VR;0;0;1;1;14;31;88;160;117;2,499;1,457;0;-1,3774;-0,0765;-0,00092;10;208
ajenti/ajenti;1.2.15;VR;0;0;1;1;14;14;87,6;-480;-233;-0,31;-4,56;0;1,3774;0,0765;0,00092;1;209
ajenti/ajenti;1.2.18;VR;0;0;1;1;25;46;86;214;144;-1,92;-0,575;0;0;0;0;6;215
ajenti/ajenti;1.2.19;VR;0;0;1;1;20;20;85,3;177;153;-0,135;-0,106;0;0;0;0;3;218
ajenti/ajenti;1.2.20;VR;0;0;1;1;4;4;85;42;28;0,135;0,106;0;0;0;0;2;220
ajenti/ajenti;1.2.21;VR;0;0;1;1;20;20;84,7;-22;-20;0,96;0,147;0;0;0;0;2;222
ajenti/ajenti;1.2.22;VR;0;0;1;1;95;95;95,7;4792;3645;-5,713;-9,348;0;0;0;0;12;234
albumentations-team/albumentations;0.2.0;VR;0;0;1;1;159;159;72,7;1957;1467;-5,505;-7,597;0,5619;212,5948;11,8108;0,01362;7;33
albumentations-team/albumentations;0.3.0;VR;0;0;1;1;114;114;75,7;152;552;2,816;4,529;-0,3392;-201,3125;-11,184;-0,01787;4;37
albumentations-team/albumentations;0.4.0;VR;0;0;1;1;110;110;72,2;-922;-544;-2,856;-8,662;0,2732;40,1933;2,233;0,02063;-1;36
aleju/imgaug;0.3.0;VR;0;0;1;1;142;142;76,9;8404;3493;1,467;0,1;-0,2836;-4,2971;-0,2387;0,00208;15;121
aleju/imgaug;0.4.0;VR;0;0;1;1;135;135;78,8;18676;5858;1,68;1,716;-0,7381;-222,1754;-12,3431;-0,01268;25;146
alexjc/neural-enhance;v0.2;VR;0;0;1;1;6;6;100;17;16;-1,783;-1,804;0,7535;6347,6602;352,6478;0,13486;0;1
alexjc/neural-enhance;v0.3;VR;0;0;1;1;10;10;100;60;49;-4,576;-4,819;2,2441;25823,1018;1434,6168;0,48737;0;1
alicevision/meshroom;v2019.1.0;VR;0;0;1;1;203;203;94,2;793;583;0;-0,384;0;5,6226;0,3124;0,00242;-2;69
alicevision/meshroom;v2019.2.0;VR;0;0;1;1;167;167;94,4;425;335;0;-0,049;0;-3,3284;-0,1849;-0,00187;3;72
allenai/allennlp;v0.2.3;VR;0;0;1;1;89;89;90,6;9826;5677;-3,597;-4,276;0,3462;40,1075;2,2282;0,00565;75;286
allenai/allennlp;v0.3.0;VR;0;0;1;1;9;9;90,6;219;152;-0,038;-0,032;0,0269;1,0152;0,0564;0,00025;1;287
allenai/allennlp;v0.4.0;VR;0;0;1;1;67;67;91,5;7239;4544;-1,42;-1,152;0,1269;16,1575;0,8976;0,00305;41;328
allenai/allennlp;v0.4.1;VR;0;0;1;1;31;31;91,6;930;594;-0,495;-0,059;0;1,4092;0,0783;0,00008;6;334
allenai/allennlp;v0.4.2;VR;0;0;1;1;39;39;90,5;14631;9155;-0,903;-0,305;0;19,5312;1,0851;0,00219;98;432
allenai/allennlp;v0.5.0;VR;0;0;1;1;43;43;91,1;4526;3025;0,262;0,296;0,0147;29,1779;1,621;0,0028;49;481
allenai/allennlp;v0.4.3;VR;0;0;1;1;19;19;90,7;2940;2009;0,048;0,085;0,0147;31,1591;1,7311;0,00321;38;443
allenai/allennlp;v0.5.1;VR;0;0;1;1;20;20;91,1;3089;2109;-0,009;0,085;0,0147;31,1591;1,7311;0,00321;40;483
allenai/allennlp;v0.6.0;VR;0;0;1;1;62;62;91,5;6080;3959;-0,343;-0,703;0,1915;31,2604;1,7367;0,00337;24;507
allenai/allennlp;v0.6.1;VR;0;0;1;1;16;16;91,9;3619;2342;-0,668;-0,56;0,0259;18,8781;1,0488;0,00229;24;531
allenai/allennlp;v0.7.0;VR;0;0;1;1;35;35;92;11228;7138;-0,443;-0,11;-0,0179;0,4483;0,0249;0,00162;82;613
allenai/allennlp;v0.7.1;VR;0;0;1;1;38;38;92;4978;3275;-0,11;-0,828;0,1399;12,5929;0,6996;0,00224;22;635
allenai/allennlp;v0.7.2;VR;0;0;1;1;21;21;92,1;1910;954;-0,109;-0,325;0,0208;11,6497;0,6472;0;12;647
allenai/allennlp;v0.8.0;VR;0;0;1;1;17;17;92,2;788;492;-0,082;-0,109;0,0417;7,8654;0,437;0,00184;3;650
allenai/allennlp;v0.8.1;VR;0;0;1;1;19;19;92,2;328;170;-0,069;-0,196;0,0226;11,1006;0,6167;0,00061;1;651
allenai/allennlp;v0.8.2;VR;0;0;1;1;42;42;92,4;6145;3572;-0,507;0,158;0,0607;20,2306;1,1239;0,00052;44;695
allenai/allennlp;v0.8.3;VR;0;0;1;1;38;38;92,1;3033;2085;-0,154;-0,382;0;6,1146;0,3397;0,00051;18;713
allenai/allennlp;v0.8.4;VR;0;0;1;1;62;62;92,3;3293;2080;-0,217;-0,653;0;9,7518;0,5418;0,00099;17;730
allenai/allennlp;v0.8.5;VR;0;0;1;1;83;83;92,5;3892;2310;0,535;0,856;0;-12,4529;-0,6918;-0,0014;53;783
allenai/allennlp;v0.9.0;VR;0;0;1;1;35;35;92,6;3435;2008;0,587;0,496;0;-17,9501;-0,9972;-0,00074;36;819
allenai/allennlp;v1.0.0.rc1;VR;0;0;1;1;204;204;92,9;-47339;-28168;-3,374;-0,052;-0,1695;-86,5018;-4,8057;-0,00917;-394;425
allenai/allennlp;v1.0.0.rc2;VR;0;0;1;1;7;7;93;205;156;-0,143;-0,092;-0,0305;-0,1104;-0,0061;-0,00032;2;427
allenai/allennlp;v1.0.0rc3;VR;0;0;1;1;4;4;93;33;64;0,071;0;0;-1,2509;-0,0695;0;1;428
allenai/allennlp;v1.0.0rc4;VR;0;0;1;1;17;17;93,4;-1123;-736;-0,321;-1,011;0,1583;36,3003;2,0167;0,00126;-21;407
allenai/allennlp;v1.0.0;VR;0;0;1;1;33;33;92,6;1497;1207;-0,097;0,11;0,0417;14,4786;0,8044;0,00189;10;417
allenai/allennlp;v1.0.0rc5;VR;0;0;1;1;21;21;93,1;1079;909;-0,153;0,324;0,0417;14,4786;0,8044;0,00225;9;408
allenai/allennlp;v1.0.0rc6;VR;0;0;1;1;16;16;92,5;502;476;-0,153;0,324;0,0417;14,4786;0,8044;0,00225;7;415
altair-viz/altair;v2.1.0;VR;0;1;1;1;576;576;95,7;21275;7432;12,048;7,574;-0,5;-2,3774;-0,1321;-0,00158;76;187
altair-viz/altair;v3.0.0;VR;0;0;1;1;258;328;95,6;23304;5054;-1,791;0;0,5;2,3774;0,1321;0,001;30;226
altair-viz/altair;v3.2.0;VR;0;0;1;1;98;98;95,8;-28;92;-1,937;0;0;0;0;0,00058;10;236
altair-viz/altair;v3.3.0;VR;0;0;1;1;113;113;95,5;-1271;-228;0,489;0;0;0;0;0;6;242
altair-viz/altair;v4.0.0;VR;0;0;1;1;14;14;95;8870;908;-0,365;0;0;0;0;0;0;242
altair-viz/altair;v4.1.0;VR;0;0;1;1;112;112;95,1;1794;102;0,054;0;0;0;0;0;3;245
amueller/word_cloud;1.5.0;VR;0;0;1;1;830;830;100;3207;1861;-13,63;-10,97;0,5;13,1323;0,7296;0,00358;5;22
androguard/androguard;v3.1.1;VR;0;0;1;1;42;42;75,3;288;137;0,468;0,384;0;0;0;0,00392;2;93
androguard/androguard;v3.2.0;VR;0;0;1;1;3;5;76,7;-237;-174;0,202;-0,146;-0,4397;-356,3944;-19,7997;-0,01127;-3;90
androguard/androguard;v.3.2.1;VR;0;0;1;1;79;79;75,6;-1327;-638;0,192;0,307;-0,111;-22,9798;-1,2767;-0,0106;0;90
androguard/androguard;v3.3.0;VR;0;0;1;1;168;168;73,7;1014;822;-0,395;-0,406;0,3017;153,0463;8,5026;0,01975;5;95
androguard/androguard;v3.3.4;VR;0;0;1;1;0;25;73,7;28;24;-0,468;-0,007;0;0;0;0;0;95
androguard/androguard;v3.3.5;VR;0;0;1;1;21;21;73,4;810;172;-0,266;-0,968;-0,1907;-130,0665;-7,2259;0,00471;-1;94
androguard/androguard;v3.4.0a1;VR;0;0;1;1;424;424;75;1031;799;-1,932;-2,103;0,7431;539,8274;29,9904;0,00603;-6;88
ankitects/anki;2.1.15;VR;0;0;1;1;0;0;92,9;-5488;-3639;-0,09;0,932;0,0091;99,4686;5,526;0,02491;-15;98
ankitects/anki;2.1.21;VR;0;0;1;1;0;0;91,2;5525;3670;0,09;-0,74;-0,0497;-71,9192;-3,9955;-0,02491;15;113
ankitects/anki;2.1.22;VR;0;0;1;1;11;11;91,6;791;669;0,411;1,456;-0,2015;-281,9646;-15,6647;-0,00887;6;119
ankitects/anki;2.1.24;VR;0;0;1;1;39;40;91,7;206;1;1,542;0,97;-0,0184;-51,7847;-2,8769;-0,00076;2;121
ansible-community/molecule;2.22rc1;VR;0;0;1;1;55;55;84,3;2156;1336;-3,304;-0,699;0;0,6809;0,0378;0,00211;10;223
ansible-community/molecule;2.22rc2;VR;0;0;1;1;16;16;84,4;373;308;0,143;0;0;-0,6809;-0,0378;0;1;224
ansible-community/molecule;2.20.2;VR;0;0;1;1;24;24;83,1;-2524;-1641;3,161;0,699;0;0;0;-0,00211;-11;213
ansible-community/molecule;2.22rc4;VR;0;0;1;1;15;15;84,3;1544;410;-0,123;-0,532;0;0;0;0,00139;10;223
ansible-community/molecule;2.22rc5;VR;0;0;1;1;6;6;84,6;803;560;-2,773;-0,187;0;0;0;-0,00073;5;228
ansible-community/molecule;3.0a3;VR;0;0;1;1;21;22;83,9;-1302;-754;2,429;0,712;0;-1,348;-0,0749;-0,00066;-4;224
ansible-community/molecule;3.0a4;VR;0;0;1;1;60;60;83;-4384;-2992;2,604;2,419;0;-8,7062;-0,4837;-0,00157;-30;194
ansible-community/molecule;3.0a5;VR;0;0;1;1;79;79;81,7;-2352;-1639;1,56;1,69;0;-6,9262;-0,3848;-0,00058;-14;180
ansible-community/molecule;3.0a8;VR;0;0;1;1;23;23;81;-2474;-1387;-0,179;1,305;-0,0083;-0,9248;-0,0514;-0,00042;-27;153
ansible-community/molecule;3.0a9;VR;0;0;1;1;11;11;81,2;17;4;-0,305;-0,261;0,0083;0;0;0;1;154
ansible-community/molecule;3.0.4;VR;0;0;1;1;21;72;81,1;297;175;0,766;0,042;-0,0348;0;0;-0,00197;5;159
ansible-community/molecule;3.0.2.1;VR;0;0;1;1;2;2;81,2;-297;-175;-0,766;-0,042;0,0348;0;0;0,00197;-5;154
apachecn/AiLearning;v2.0;VR;0;0;1;1;164;164;43,6;1124;434;5,812;1,69;0,172;-37,7029;-2,0946;-0,00292;24;55
apprenticeharper/DeDRM_tools;v6.1.0;VR;0;0;1;1;0;0;18,7;-1098;-778;5,07;4,366;0,5833;607,3043;33,7391;0,01812;-18;107
apprenticeharper/DeDRM_tools;v6.0.1;VR;0;0;1;1;0;1;19,6;-148;-108;2,082;2,082;0,4079;478,4269;26,5793;0,00447;-3;97
apprenticeharper/DeDRM_tools;v6.0.0;VR;0;0;1;1;0;0;21,8;1352;905;-7,152;-6,448;2,5026;809,9346;44,9964;0;4;101
apprenticeharper/DeDRM_tools;v5.6.2;VR;0;0;1;1;0;0;27,4;2934;2019;-7,016;-4,824;2,5026;809,9346;44,9964;0;5;106
apprenticeharper/DeDRM_tools;v5.5.3;VR;0;0;1;1;0;0;26,2;-92;-68;-6,569;-8,017;0;0;0;0,02474;1;107
apprenticeharper/DeDRM_tools;v5.4;VR;0;0;1;1;0;0;30,5;2142;1559;9,789;8,342;-6,1719;-2576,723;-143,1513;-0,03367;34;141
apprenticeharper/DeDRM_tools;v5.3.1;VR;0;0;1;1;0;0;34,3;646;474;0;0;-0,2083;-365,4972;-20,3054;-0,0338;-7;134
apprenticeharper/DeDRM_tools;v5.4.1;VR;0;0;1;1;0;0;33,8;26;-53;0;0;0,0027;182,7486;10,1527;0,0169;8;142
apprenticeharper/DeDRM_tools;v5.3;VR;0;0;1;1;0;0;34,3;-26;53;0;0;-0,0027;-182,7486;-10,1527;-0,0169;-8;134
apprenticeharper/DeDRM_tools;v5.0;VR;0;0;1;1;0;0;31,4;310;153;0;0;3,7171;2942,2202;163,4567;0,04274;-7;118
apprenticeharper/DeDRM_tools;v4.8;VR;0;0;1;1;0;0;33,9;-145;75;0;0;3,9389;0;0;0;-9;109
apprenticeharper/DeDRM_tools;v4.7;VR;0;0;1;1;0;0;33,9;-396;-324;0;0;-1,7034;0;0;0;0;109
apprenticeharper/DeDRM_tools;v3.8;VR;0;0;1;1;0;0;34,8;-1168;-533;0;0;-6,0777;-3001,1622;-166,7312;-0,04746;3;112
apprenticeharper/DeDRM_tools;v3.0;VR;0;0;1;1;0;0;32,5;-10;-15;0,44;0,44;0;0;0;0;0;83
apprenticeharper/DeDRM_tools;v3.3;VR;0;0;1;1;0;0;30,7;863;733;-0,44;-0,44;0;0;0;0;31;114
apprenticeharper/DeDRM_tools;v2.3;VR;0;0;1;1;0;0;47,4;290;-652;10,948;10,948;-1;-231,0025;-12,8335;-0,01446;-19;95
apprenticeharper/DeDRM_tools;v2.2;VR;0;0;1;1;0;0;48,8;-345;-246;2,827;0,863;-0,1875;-0,6051;-0,0336;0;-9;86
apprenticeharper/DeDRM_tools;v2.1;VR;0;0;1;1;0;0;48,1;-199;-266;3,315;2,436;-0,1875;-0,6051;-0,0336;0;-5;81
apprenticeharper/DeDRM_tools;v2.0;VR;0;0;1;1;0;0;48,5;-990;-715;5,086;4,441;0;0;0;0;-13;68
apprenticeharper/DeDRM_tools;v1.8;VR;0;0;1;1;0;0;28,6;-2215;-1056;-17,52;-14,031;0,875;127,4929;7,0829;0,00723;-40;28
apprenticeharper/DeDRM_tools;v6.2.1;VR;0;0;1;1;15;15;24;2835;2339;-0,86;-0,156;1,0088;400,2815;22,2379;0,03211;98;125
apprenticeharper/DeDRM_tools;v6.3.1;VR;0;0;1;1;23;131;28,6;1936;1335;-2,988;-2,284;0;0;0;0;5;133
apprenticeharper/DeDRM_tools;v6.3.4a;VR;0;0;1;1;32;63;28,6;226;174;0;0;0;0;0;0,00283;0;133
apprenticeharper/DeDRM_tools;v6.6.1;VR;0;0;1;1;58;971;35,2;-2240;-1823;-0,808;-2,216;-0,1754;-128,8773;-7,1599;-0,01082;-85;54
apprenticeharper/DeDRM_tools;v6.7.0;VR;0;0;1;1;324;625;53,7;4418;2995;-5,513;-3,215;1,678;1633,3296;90,7405;0,07237;0;54
apprenticeharper/DeDRM_tools;v6.8.0;VR;0;0;1;1;122;122;54,5;604;478;-1,593;-0,533;0,0472;271,0775;15,0599;0,00737;1;55
arc298/instagram-scraper;1.2.1;VR;0;0;1;1;7;84;83,3;75;62;-2,848;-2,848;0;0;0;0;0;6
arc298/instagram-scraper;1.3.0;VR;0;0;1;1;2;2;83,3;184;137;-6,08;-6,08;0;0;0;0,00146;0;6
arc298/instagram-scraper;1.3.7;VR;0;0;1;1;19;19;83,3;100;87;-2,114;-2,114;0;0;0;0;0;6
arc298/instagram-scraper;1.4.1;VR;0;0;1;1;13;31;83,3;-90;-86;4,616;4,616;0;0;0;0;0;6
arc298/instagram-scraper;1.5.4;VR;0;0;1;1;69;83;66,7;-702;-513;3,903;3,903;0;-5,1278;-0,2849;-0,00342;0;6
arc298/instagram-scraper;1.5.9;VR;0;0;1;1;48;54;66,7;-25;-18;15,626;15,626;-0,25;-6,3165;-0,3509;-0,00421;0;6
arc298/instagram-scraper;1.5.19;VR;0;0;1;1;36;75;66,7;3;3;-0,633;-0,633;0;0;0;0;0;6
asciimoo/searx;v0.8.1;VR;0;0;1;1;105;105;96,9;264;158;-0,263;0;0,033;0;0;0;3;129
asciimoo/searx;v0.9.0;VR;0;0;1;1;154;154;96,1;2257;1568;-2,179;-1,986;0,4286;10,0543;0,5586;0,00068;26;155
asciimoo/searx;v0.10.0;VR;0;0;1;1;105;105;96,4;1574;1227;-0,382;0,522;0;0;0;-0,0005;11;166
