nameWithOwner;tag;typeRelease;isFirstRow(bool);isNotaMax(bool);isLOCchanged(bool);isMetricChanged(bool);qtDias;qtDiasChangedRel;porcValF(%);deltaLOC(qtd);deltaSLOC(qtd);deltaMIF;deltaMIT;deltaDiff;deltaEff;deltaTimeH;deltaBug;deltaFiles(qtd);totalFiles(qtd)
deepmipt/DeepPavlov;0.1.5;VR;0;0;1;1;15;15;83,7;1745;1111;-0,467;-0,016;0;0,4698;0,0261;-0,00031;8;257
deepmipt/DeepPavlov;0.1.6;VR;0;0;1;1;24;27;83,1;113;57;0;0,032;0;0;0;0;4;261
deepmipt/DeepPavlov;0.2.0;VR;0;0;1;1;58;58;82,8;2428;1414;-4,105;-1,458;0,2857;52,4368;2,9132;0,00254;13;274
deepmipt/DeepPavlov;0.3.0;VR;0;0;1;1;45;45;82,8;3903;2234;-0,165;-1,306;0,081;27,0985;1,5055;0,00487;16;290
deepmipt/DeepPavlov;0.4.0;VR;0;0;1;1;24;52;82,9;485;255;0;0,122;0,2048;1,6681;0,0927;0,00099;3;293
deepmipt/DeepPavlov;0.5.0;VR;0;0;1;1;32;32;83,2;492;162;0,207;1,067;-0,2857;-27,6708;-1,5373;-0,00207;10;303
deepmipt/DeepPavlov;0.6.0;VR;0;0;1;1;24;39;82,8;795;485;-0,041;-0,117;0;4,9225;0,2735;0,0001;5;308
deepmipt/DeepPavlov;0.7.0;VR;0;0;1;1;63;83;87,2;1092;114;8,746;3,37;-0,2857;-59,3947;-3,2997;-0,00833;4;312
deepmipt/DeepPavlov;0.7.1;VR;0;0;1;1;1;1;87,2;216;115;-0,276;-0,002;0;0;0;0,00063;1;313
deepmipt/DeepPavlov;0.8.0;VR;0;0;1;1;89;89;87,5;484;270;1,017;0,142;-0,125;0;0;-0,00127;6;319
deepmipt/DeepPavlov;0.9.0;VR;0;0;1;1;54;54;87,5;1333;793;-0,545;-0,139;0,105;0;0;0,00127;9;328
deepmipt/DeepPavlov;0.10.0;VR;0;0;1;1;30;37;86,1;2861;1635;-0,518;0,605;-0,1425;-7,3776;-0,4099;-0,00154;46;374
deepmipt/DeepPavlov;0.11.0;VR;0;0;1;1;34;34;86,2;508;409;0;0;0;-3,1454;-0,1747;-0,00029;2;376
deeppomf/DeepCreamPy;v1.1.0-beta;VR;0;0;1;1;1;1;100;21;17;-0,877;-0,877;-0,0186;35,3699;1,965;0,00224;0;6
deeppomf/DeepCreamPy;v1.2.0-beta;VR;0;0;1;1;1;1;100;1;-47;4,617;4,46;0;-1345,0377;-74,7243;-0,09449;0;6
deeppomf/DeepCreamPy;v1.2.2-beta;VR;0;0;1;1;7;12;100;138;81;-0,969;1,914;-0,8145;-719,6709;-39,9817;-0,02562;1;7
deeppomf/DeepCreamPy;v1.3.0-beta;VR;0;0;1;1;7;8;100;22;8;0,372;0;0;0;0;0;0;7
deeppomf/DeepCreamPy;v2.0.0-beta;VR;0;0;1;1;274;274;100;-280;-163;-1,376;-4,949;0,8896;3423,5781;190,1988;0,14083;0;7
deeppomf/DeepCreamPy;v2.1.0-beta;VR;0;0;1;1;30;30;100;3;4;-0,106;-0,106;0;0;0;0;0;7
deeppomf/DeepCreamPy;v2.2.0-alpha;VR;0;0;1;1;37;37;100;179;126;-1,685;-1,685;-0,8618;-1183,3491;-65,7416;-0,0252;1;8
deeppomf/DeepCreamPy;v2.2.0-beta;VR;0;0;1;1;14;14;100;215;114;7,59;7,59;-1,3137;-2449,5426;-136,0857;-0,1058;2;10
deis/deis;v0.3.0;VR;0;0;1;1;16;135;85,5;1259;1071;-2,816;0;0,5;1;0,0556;0,00067;6;83
deis/deis;v0.3.1;VR;0;0;1;1;19;19;85,7;339;275;-8,552;-1,408;0;0,6887;0,0383;0,00046;1;84
deis/deis;v0.4.1;VR;0;0;1;1;35;35;86,4;1105;879;-9,497;-7,562;0;0,6887;0,0383;0,00046;4;88
deis/deis;v0.1.1;VR;0;1;1;1;0;0;82,4;-3201;-2537;20,864;8,97;-0,5;-2,3774;-0,1321;-0,00158;-14;74
deis/deis;v0.4.0;VR;0;0;1;1;0;0;86,4;3201;2537;-20,864;-8,97;0,5;2,3774;0,1321;0,00158;14;88
deis/deis;v0.5.1;VR;0;0;1;1;31;31;85,2;-31;31;0,741;6,154;0;0;0;0;0;88
deis/deis;v0.6.0;VR;0;0;1;1;6;17;85,1;-137;-117;8,654;1,408;0;0;0;0;-1;87
deis/deis;v0.8.0;VR;0;1;1;1;25;43;85,7;-2891;-1843;11,469;1,408;-0,5;-2,3774;-0,1321;-0,00158;-10;77
Delgan/loguru;0.1.0;VR;0;0;1;1;203;203;97,4;6610;4498;-57,112;-56,463;1,5934;257,5282;14,3071;0,05686;37;39
Delgan/loguru;0.2.0;VR;0;0;1;1;203;203;97,2;350;271;0,192;0,841;0,022;1,9324;0,1074;-0,00337;3;36
Delgan/loguru;0.2.2;VR;0;0;1;1;0;0;97,2;471;188;-0,316;-0,316;0,044;3,8648;0,2147;0,00547;0;36
Delgan/loguru;0.2.3;VR;0;0;1;1;0;0;97,2;108;64;0;0;0,0046;-3,8648;-0,2147;0,01295;0;36
Delgan/loguru;0.2.5;VR;0;0;1;1;0;0;97,2;123;81;-2,151;-2,151;0,0229;60,651;3,3695;0;0;36
Delgan/loguru;0.3.0;VR;0;0;1;1;7;7;98,4;1740;1809;25,548;25,548;-1,1429;-304,1255;-16,8959;-0,07395;88;124
Delgan/loguru;0.3.1;VR;0;0;1;1;14;14;98,4;113;80;-0,234;-0,234;0;0,5117;0,0284;0,00026;2;126
Delgan/loguru;0.4.0;VR;0;0;1;1;133;141;98,6;2925;2074;-1,177;-1,177;0;2,8767;0,1598;0,00021;13;139
DistrictDataLabs/yellowbrick;v0.2;VR;0;0;1;1;109;109;100;2323;923;-1,216;-5,032;0;-1,9501;-0,1083;-0,00065;13;21
DistrictDataLabs/yellowbrick;v0.3a1;VR;0;0;1;1;39;39;100;2422;797;7,152;13,401;-0,5;-9,2322;-0,5129;-0,00228;18;39
DistrictDataLabs/yellowbrick;v0.3.2;VR;0;0;1;1;99;99;100;1543;507;-7,152;-13,401;0;0;0;0;0;39
DistrictDataLabs/yellowbrick;v0.3.3;VR;0;0;1;1;33;33;97,8;894;223;1,041;2,278;0;0;0;0;7;46
DistrictDataLabs/yellowbrick;v0.4;VR;0;0;1;1;71;71;98,7;3329;1287;6,112;3,627;0;-1,3774;-0,0765;-0,00092;30;76
DistrictDataLabs/yellowbrick;v0.4.1;VR;0;0;1;1;18;18;98,8;824;294;-2,689;-3,345;0;0;0;0;9;85
DistrictDataLabs/yellowbrick;v0.5;VR;0;0;1;1;79;79;99,1;4012;1815;-0,059;0,424;0;1,3774;0,0765;0,00092;26;111
DistrictDataLabs/yellowbrick;v0.6;VR;0;0;1;1;222;222;99,2;3890;1630;-4,404;-3,194;0;0;0;0;17;128
DistrictDataLabs/yellowbrick;v0.7;VR;0;0;1;1;60;60;98,7;4977;2097;-7,377;-5,185;0,3571;13,1323;0,7296;0,00358;26;154
DistrictDataLabs/yellowbrick;v0.8;VR;0;0;1;1;55;55;98,8;2006;925;0,143;-0,12;0,1429;0;0;0;7;161
DistrictDataLabs/yellowbrick;v0.9;VR;0;0;1;1;125;125;99,5;5683;2274;-0,053;-1,302;0;1,5328;0,0852;0,00129;32;193
django-crispy-forms/django-crispy-forms;1.5.1;VR;0;0;1;1;5;5;84,4;-263;-270;-20,578;-12,532;0,7727;113,4142;6,3008;0,01579;-6;32
django-crispy-forms/django-crispy-forms;1.6.0;VR;0;0;1;1;119;139;84,8;327;224;2,754;0,524;-0,1364;-0,1968;-0,0109;0,00098;1;33
django-crispy-forms/django-crispy-forms;1.7.0;VR;0;0;1;1;365;649;87,5;89;76;0;0,895;0,15;-42,1971;-2,3443;-0,00745;-1;32
django-crispy-forms/django-crispy-forms;1.7.1;VR;0;0;1;1;139;139;87,5;87;74;-0,918;-0,889;0;0;0;0;0;32
django-crispy-forms/django-crispy-forms;1.8.0;VR;0;0;1;1;587;591;87,5;131;105;0,827;3,278;0;0;0;0;0;32
django-crispy-forms/django-crispy-forms;1.8.1;VR;0;0;1;1;36;36;87,1;-34;-33;-5,022;-5,586;0,0136;30,5801;1,6989;0,00055;-1;31
django-crispy-forms/django-crispy-forms;1.9.0;VR;0;0;1;1;98;98;87,1;-389;-387;-0,666;-0,051;0;0;0;0;0;31
django-crispy-forms/django-crispy-forms;1.9.1;VR;0;0;1;1;78;78;87,1;97;69;0;0;0,8667;145,2784;8,071;0,02368;0;31
django-haystack/django-haystack;v2.4.0;VR;0;0;1;1;306;306;89,6;1236;541;10,694;9,012;0;0;0;0;20;125
django-haystack/django-haystack;v2.3.2;VR;0;0;1;1;0;319;92;-1031;-442;-10,694;-9,012;0;0;0;0;-13;112
django-haystack/django-haystack;v2.5.1;VR;0;0;1;1;192;192;89,7;1360;685;20,161;18,479;0;0;0;0;14;126
django-haystack/django-haystack;v2.6.1;VR;0;0;1;1;595;595;90,1;2223;1677;-8,623;-8,623;0;1,3113;0,0728;0,00087;5;131
django-haystack/django-haystack;v2.7.0;VR;0;0;1;1;0;0;90,1;331;239;0;0;0;-1,3113;-0,0728;-0,00087;0;131
django-haystack/django-haystack;v3.0b1;VR;0;0;1;1;608;608;90,4;6087;5628;-1,335;-1,335;0;4,5883;0,2549;0,00306;5;136
dmlc/dgl;v0.2;VR;0;0;1;1;87;91;99,5;6993;3949;-1,026;-0,317;0,4021;44,3166;2,462;0,00488;28;196
dmlc/dgl;v0.3;VR;0;0;1;1;97;97;98,3;9115;5137;-1,439;-0,362;0,2455;8,5398;0,4744;0,00037;45;241
dmlc/dgl;v0.3.1;VR;0;0;1;1;76;76;98,5;21653;11320;-1,605;-1,982;0,0584;46,0978;2,561;-0,0014;85;326
dmlc/dgl;v0.4.0;VR;0;0;1;1;40;40;97,8;4833;5647;0,616;1,582;0,1473;-29,4856;-1,6381;-0,00234;74;400
dmlc/dgl;0.4.1;VR;0;0;1;1;29;29;97,9;6762;3953;0,198;0,572;0,0086;0;0;-0,00114;37;437
dmlc/dgl;0.4.2;VR;0;0;1;1;79;79;98,2;11885;7186;0,117;0,575;0,0214;54,0623;3,0035;0,00341;55;492
dmlc/dgl;0.4.3;VR;0;0;1;1;70;70;98,6;25555;14535;-0,057;-0,702;-0,15;-54,0623;-3,0035;-0,00217;134;626
dmlc/dgl;0.4.3.post2;VR;0;0;1;1;5;5;98,6;928;90;0,305;-0,022;-0,0165;-11,6452;-0,647;-0,00025;3;629
dmlc/gluon-cv;v0.2.0;VR;0;0;1;1;56;56;96,4;6558;3278;0,045;-3;0,1022;38,632;2,1462;0,00041;38;139
doccano/doccano;v1.0.2;VR;0;0;1;1;7;14;76,3;-74;-46;-14,681;-10,067;0,5;1;0,0556;0,00067;-5;59
docker/compose;0.4.0;VR;0;0;1;1;56;58;87,5;-124;-105;13,774;13,774;0;-2,2942;-0,1275;-0,00153;6;40
docker/compose;0.4.2;VR;0;0;1;1;41;49;88,1;156;110;-8,954;-7,748;0;0;0;0;2;42
docker/compose;1.0.0;VR;0;0;1;1;77;120;82,1;-599;-696;-9,024;-1,713;0;7,422;0,4123;0,00332;-3;39
docker/compose;1.0.1;VR;0;0;1;1;20;20;83,3;-610;-197;1,436;3,68;0;-7,422;-0,4123;-0,00332;-3;36
docker/compose;1.1.0-rc1;VR;0;0;1;1;76;76;83,3;423;323;-2,575;-6,705;0;2,2942;0,1275;0,00153;0;36
docker/compose;1.2.0rc1;VR;0;0;1;1;27;63;86,8;1508;1167;-5,348;-7,11;0,1667;10,8382;0,6021;0,00206;2;38
docker/compose;1.3.0rc1;VR;0;0;1;1;41;64;86,4;1295;965;-0,41;0,479;0,1667;0;0;0;6;44
docker/compose;1.3.0rc3;VR;0;0;1;1;6;19;86,7;116;75;0,863;0,479;0,1667;0;0;0;1;45
docker/compose;1.3.2;VR;0;0;1;1;22;29;86,7;333;245;-0,42;-0,959;0;0;0;0;0;45
docker/compose;1.4.0rc1;VR;0;0;1;1;6;8;86,7;246;168;-0,332;-0,074;0;6,9491;0,3861;0,00383;0;45
docker/compose;1.4.1;VR;0;0;1;1;35;55;84,8;-713;-502;0,753;1,033;0;0;0;0;1;46
docker/compose;1.5.0rc1;VR;0;0;1;1;22;29;86;2603;1985;3,406;3,606;0;0;0;-0,001;11;57
docker/compose;1.5.0rc2;VR;0;0;1;1;14;14;86;146;120;0,335;0;0;0;0;0;0;57
docker/compose;1.5.0rc3;VR;0;0;1;1;2;2;86,2;111;80;-2,224;-0,26;0,0294;19,8412;1,1023;0,00343;1;58
docker/compose;1.5.1;VR;0;0;1;1;9;13;84,7;255;191;-0,04;-1,803;0,2532;26,2643;1,4591;0,00073;1;59
docker/compose;1.5.2;VR;0;0;1;1;22;22;87,1;-73;-249;0;-1,268;0,0979;10,5118;0,584;0,00513;3;62
docker/compose;1.6.0-rc1;VR;0;0;1;1;45;45;87;548;547;-0,105;1,572;-0,3493;-10,5265;-0,5848;-0,0046;7;69
docker/compose;1.6.0-rc2;VR;0;0;1;1;9;9;87,1;362;274;-1,125;-1,374;0,0312;7,5579;0,4199;0,00405;1;70
docker/compose;1.6.1;VR;0;0;1;1;19;27;85,7;-548;-355;-1,259;-2,601;0,283;3,9463;0,2192;0,00087;0;70
docker/compose;1.7.0-rc1;VR;0;0;1;1;29;30;85,9;1042;814;-2,09;-2,997;0,283;63,5245;3,5291;0,0102;1;71
docker/compose;1.7.0-rc2;VR;0;0;1;1;18;18;86,1;179;103;0,059;-0,201;0,0039;-5,1604;-0,2867;-0,00023;1;72
docker/compose;1.7.1;VR;0;0;1;1;21;23;84,7;-952;-673;0,059;0,201;0,0175;-5,1604;-0,2867;-0,00023;0;72
docker/compose;1.8.0-rc1;VR;0;0;1;1;41;41;84,9;436;300;-2,997;-1,685;0,05;10,4629;0,5813;0,00055;1;73
docker/compose;1.8.0-rc2;VR;0;0;1;1;23;23;85,1;328;242;-0,759;-0,378;0,05;0,1421;0,0079;0,0001;1;74
docker/compose;1.8.0;VR;0;0;1;1;20;20;85,3;120;99;0,389;0,043;-0,0417;-0,1421;-0,0079;-0,0001;1;75
docker/compose;1.8.1;VR;0;0;1;1;57;57;85,5;213;175;0,389;0,043;0,0417;26,2797;1,46;0,0001;1;76
docker/compose;1.9.0-rc1;VR;0;0;1;1;28;28;85,3;430;364;-1,198;-2,21;0,25;74,2695;4,1261;0,00534;-1;75
docker/compose;1.9.0-rc3;VR;0;0;1;1;7;14;85,5;68;58;0,04;0,482;0;-26,7756;-1,4875;-0,00064;1;76
docker/compose;1.10.0-rc1;VR;0;0;1;1;49;62;86,1;401;281;0,443;0,931;-0,1;-4,1062;-0,2281;0,00064;3;79
docker/compose;1.10.0-rc2;VR;0;0;1;1;7;7;86,2;74;59;1,477;0,656;-0,1;-4,1062;-0,2281;0,00064;1;80
docker/compose;1.10.0;VR;0;0;1;1;6;6;86,2;15;15;-0,472;0;0;8,2124;0,4562;0,0028;0;80
docker/compose;1.10.1;VR;0;0;1;1;15;15;86,2;56;45;-0,941;0;0;0;0;0;0;80
docker/compose;1.11.2;VR;0;0;1;1;13;21;87,5;19;14;0,707;0,07;0,1;-4,1062;-0,2281;-0,0014;0;80
docker/compose;1.12.0-rc1;VR;0;0;1;1;26;26;87,5;633;517;-0,564;-1,738;0;0;0;0,00174;0;80
docker/compose;1.12.0-rc2;VR;0;0;1;1;7;7;87,5;21;13;0,691;0;0;0;0;-0,00174;0;80
docker/compose;1.13.0-rc1;VR;0;0;1;1;19;28;87,5;153;132;0;0,966;0;0;0;0;0;80
docker/compose;1.13.0;VR;0;0;1;1;8;8;87,5;63;59;-0,115;0;0;0;0;0;0;80
docker/compose;1.14.0-rc1;VR;0;0;1;1;28;28;87,5;88;73;-0,235;0;0;0;0;0;0;80
docker/compose;1.15.0-rc1;VR;0;0;1;1;25;45;86,4;-1363;-1222;0,58;0,068;0,1;0;0;0;1;81
docker/compose;1.16.0-rc1;VR;0;0;1;1;26;38;85,2;-1178;-923;0,35;0,296;-0,2;-4,1062;-0,2281;0,0014;0;81
docker/compose;1.16.0-rc2;VR;0;0;1;1;7;7;84;-1249;-703;0,029;0,169;-0,0628;-10,8973;-0,6054;-0,0014;0;81
docker/compose;1.17.0-rc1;VR;0;0;1;1;47;51;84;120;104;-0,379;0;0;15,0035;0,8335;0,00142;0;81
docker/compose;1.18.0-rc1;VR;0;0;1;1;28;50;84;533;448;-0,691;-1,337;0;32,1419;1,7857;0,00072;0;81
docker/compose;1.18.0-rc2;VR;0;0;1;1;2;2;84;29;22;0,458;0;0;0;0;0;0;81
docker/compose;1.19.0-rc1;VR;0;0;1;1;38;47;82,5;-852;-747;-0,474;0;0,077;72,7823;4,0435;0,01189;-1;80
docker/compose;1.19.0-rc3;VR;0;0;1;1;6;7;82,5;33;23;0;0;0;0;0;0,0029;0;80
docker/compose;1.20.0-rc1;VR;0;0;1;1;20;26;81,2;185;163;-0,205;-1,168;0,0003;50,8946;2,8275;0,00633;0;80
docker/compose;1.20.0;VR;0;0;1;1;8;21;81,2;39;30;0;0;0,1855;9,6308;0,535;0,00158;0;80
docker/compose;1.21.0-rc1;VR;0;0;1;1;12;13;81,2;124;95;0;0;0;0;0;0,0009;0;80
docker/compose;1.21.1;VR;0;0;1;1;17;25;81,8;917;769;-0,486;0,389;-0,0885;-0,3431;-0,0191;-0,00045;8;88
docker/compose;1.22.0-rc1;VR;0;0;1;1;50;55;81,8;54;46;0;0;0;0;0;0,00063;0;88
docker/compose;1.23.0-rc1;VR;0;0;1;1;71;97;81,8;129;109;0;-0,326;0;7,322;0,4068;0;0;88
docker/compose;1.23.0-rc2;VR;0;0;1;1;12;12;81,8;31;22;0;-0,279;0,0885;0;0;0,0002;0;88
docker/compose;1.23.0-rc3;VR;0;0;1;1;9;9;82;54;45;0,173;0,435;0;-6,9788;-0,3877;-0,00002;1;89
docker/compose;1.24.0-rc1;VR;0;0;1;1;47;89;82;293;267;0;0;0;81,0787;4,5044;-0,00036;0;89
docker/compose;1.25.0-rc1;VR;0;0;1;1;57;130;82,2;358;277;-0,033;0,216;0;8,5458;0,4748;0,00086;1;90
docker/compose;1.24.1;VR;0;0;1;1;31;31;82;-358;-277;0,033;-0,216;0;-8,5458;-0,4748;-0,00086;-1;89
docker/compose;1.25.0-rc2;VR;0;0;1;1;44;44;82,2;474;375;-0,205;-0,435;0;72,1584;4,0088;0,00169;1;90
docker/compose;1.25.0-rc3;VR;0;0;1;1;82;82;82,2;170;135;-0,371;0;0;0;0;0;0;90
docker/compose;v1.25.2-rc2;VR;0;0;1;1;13;84;81;-1420;-1156;0,371;0;-0,0933;0;0;0,00146;-11;79
docker/compose;1.26.0-rc2;VR;0;0;1;1;21;35;81,9;263;177;0,687;1,561;-0,1176;-124,031;-6,8906;-0,00408;4;83
docker/compose;1.26.0-rc3;VR;0;0;1;1;15;15;82,1;246;237;0,19;0,695;-0,0244;-51,8725;-2,8818;-0,00092;1;84
docker/compose;1.25.5-rc1;VR;0;0;1;1;30;30;81;-504;-411;-0,878;-2,257;0,142;175,9035;9,7724;0,005;-5;79
docker/compose;1.26.0-rc4;VR;0;0;1;1;19;20;82,1;507;414;0,714;2,257;-0,142;-175,9035;-9,7724;-0,005;5;84
docker/compose;1.26.0-rc5;VR;0;0;0;1;35;35;82,1;0;0;0;-0,135;0;0;0;0;0;84
docker/compose;1.26.1;VR;0;0;1;1;27;27;82,1;5;4;0;-0,689;0;0;0;0;0;84
docker/docker-py;0.5.3;VR;0;0;1;1;4;6;89,5;945;750;-9,581;-9,581;0,25;1,1887;0,066;0,00079;0;19
docker/docker-py;1.0.0;VR;0;0;1;1;119;119;90;1108;916;9,581;9,581;-0,25;-1,1887;-0,066;-0,00079;1;20
docker/docker-py;1.1.0;VR;0;1;1;1;23;23;85;-868;-681;9,581;9,581;-0,25;-1,1887;-0,066;-0,00079;0;20
docker/docker-py;1.2.0;VR;0;0;1;1;48;48;88,5;719;551;-22,25;-22,25;1;11,6096;0,645;0,00387;6;26
docker/docker-py;1.2.1;VR;0;0;1;1;0;0;88,5;3;3;0;0;-0,5;-9,2322;-0,5129;-0,00228;0;26
docker/docker-py;1.2.3;VR;0;0;1;1;45;51;88,5;-267;-211;0;0;0,5;9,2322;0,5129;0,00175;0;26
docker/docker-py;1.3.0;VR;0;0;1;1;21;21;92,6;1210;961;-1,615;-1,615;0,5;3,3904;0,1884;0,00054;1;27
docker/docker-py;1.4.0;VR;0;0;1;1;50;63;92,9;565;401;0,413;0,413;-0,25;-1,6952;-0,0942;-0,00027;1;28
docker/docker-py;1.5.0;VR;0;0;1;1;32;32;91,4;-1138;-847;-1,105;-1,105;0,0714;12,1952;0,6775;0,00233;7;35
docker/docker-py;1.6.0;VR;0;0;1;1;98;98;94,2;5054;4171;-18,749;-17,162;-0,3214;7,804;0,4336;0,00674;17;52
docker/docker-py;1.7.0;VR;0;0;1;1;17;17;94,2;604;465;-1,181;-1,587;0,5;51,9589;2,8866;0,00636;0;52
docker/docker-py;1.7.1;VR;0;0;1;1;18;18;94,2;134;109;-0,273;0;0;0;0;0;0;52
docker/docker-py;1.8.0;VR;0;0;1;1;66;67;92,7;-348;-220;1,454;1,587;0,0882;18,3495;1,0194;0,00057;3;55
docker/docker-py;1.8.1;VR;0;0;1;1;0;0;92,6;-118;-62;-0,256;-0,793;-0,0441;-9,1747;-0,5097;-0,00028;-1;54
docker/docker-py;1.9.0;VR;0;0;1;1;88;88;92,9;489;370;0;0;-0,0441;0;0;0,00115;2;56
docker/docker-py;1.10.0;VR;0;0;1;1;45;45;92,3;245;328;-1,88;-2,697;0,0941;-5,6156;-0,312;-0,00195;9;65
docker/docker-py;1.10.3;VR;0;0;1;1;10;10;92,4;58;48;1,282;1,05;-0,0059;-14,7904;-0,8217;-0,00122;1;66
docker/docker-py;1.10.4;VR;0;0;1;1;28;28;92,4;114;93;0;0;0;0;0;0,00047;0;66
docker/docker-py;2.0.0;VR;0;0;1;1;39;56;95,9;9128;4303;-0,99;4,286;-0,0017;49,3165;2,7398;0,00216;31;97
docker/docker-py;2.0.2;VR;0;0;1;1;10;39;95,9;128;102;0;-0,596;-0,0076;9,9094;0,5505;0,00227;0;97
docker/docker-py;2.1.0;VR;0;0;1;1;28;28;95,3;546;92;0,461;0,596;-0,0789;-11,8167;-0,6565;0,00124;9;106
docker/docker-py;2.2.0;VR;0;0;1;1;32;32;95,3;270;153;-0,427;-0,596;0;0,3946;0,0219;0;0;106
docker/docker-py;2.2.1;VR;0;0;1;1;7;7;95,3;66;47;-0,209;-0,153;0;9,7358;0,5409;0,00067;0;106
docker/docker-py;2.3.0;VR;0;0;1;1;50;50;94,3;-305;-259;-0,197;-0,873;0;0;0;0,00127;-1;105
docker/docker-py;2.4.0;VR;0;0;1;1;42;42;94,3;357;284;0;0,184;0,05;3,4168;0,1898;0,00066;0;105
docker/docker-py;2.5.0;VR;0;0;1;1;0;50;94,3;272;198;0,197;-0,184;0;0;0;0;0;105
docker/docker-py;2.6.0;VR;0;0;1;1;76;82;93,5;389;57;-0,197;0;0;0;0;0,00036;3;108
docker/docker-py;2.7.0;VR;0;0;1;1;42;42;93,5;435;330;-0,59;-0,739;0;0;0;0,00159;0;108
docker/docker-py;2.6.1;VR;0;0;1;1;0;0;93,5;-436;-332;0,59;0,739;0;0;0;-0,00195;0;108
docker/docker-py;3.0.0;VR;0;0;1;1;44;44;92,7;-1794;-1715;-1,617;-1,375;0,1253;31,366;1,7426;0,00696;2;110
docker/docker-py;3.1.0;VR;0;0;1;1;17;21;92,7;141;109;-0,485;0;0;0;0;0;0;110
docker/docker-py;3.1.3;VR;0;0;1;1;15;26;92,7;3;2;-0,158;0;0;0;0;0;0;110
docker/docker-py;3.2.0;VR;0;0;1;1;8;9;92,9;457;292;-0,299;0;0,0682;0,4928;0,0274;0;2;112
docker/docker-py;3.2.1;VR;0;0;1;1;1;1;92,9;43;37;0;-0,324;0;0;0;0;0;112
docker/docker-py;3.3.0;VR;0;0;1;1;27;27;92,9;84;57;0;-0,148;0;0;0;0;0;112
docker/docker-py;3.4.0;VR;0;0;1;1;53;53;92,9;124;103;0;-0,213;0;0;0;0;0;112
docker/docker-py;3.4.1;VR;0;0;1;1;52;52;92,9;538;439;0,452;0,059;0,0292;2,369;0,1316;0,0003;1;113
docker/docker-py;3.5.0;VR;0;0;1;1;1;1;93;109;63;0,076;0,626;-0,0292;-2,369;-0,1316;-0,0003;1;114
docker/docker-py;3.6.0;VR;0;0;1;1;42;110;93;417;287;0,076;0,626;-0,0292;8,8164;0,4898;0,0003;1;115
docker/docker-py;3.7.0;VR;0;0;1;1;43;43;93,2;824;592;0,266;0;0;-6,4473;-0,3582;-0,0006;2;117
docker/docker-py;3.7.1;VR;0;0;1;1;69;69;93,2;26;15;0,276;0,061;-0,039;-2,8618;-0,159;-0,00037;1;118
docker/docker-py;4.0.0;VR;0;0;1;1;52;60;92,9;567;425;0,823;1,011;-0,039;-12,9197;-0,7178;-0,001;8;126
docker/docker-py;4.1.0;VR;0;0;1;1;105;137;92,9;135;108;0;-0,248;0;0;0;0;0;126
docker/docker-py;4.2.0;VR;0;0;1;1;126;126;93,2;662;465;0;-0,702;0,1364;0;0;0,00136;6;132
docker/docker-py;4.2.1;VR;0;0;1;1;117;117;93,2;12;14;0;0;0,1023;10,0579;0,5588;0;0;132
donnemartin/gitsome;0.7.0;VR;0;0;1;1;301;321;97,7;71;41;0;0;0;0;0;0,00109;0;130
donnemartin/gitsome;0.8.0;VR;0;0;1;1;742;742;94,2;31732;21652;-2,267;-0,649;0,5;55,7197;3,0955;0,00842;215;345
donnemartin/saws;0.3.2;VR;0;0;1;1;22;22;100;886;232;11,155;-3,433;-0,5;-4,6439;-0,258;-0,00064;11;34
donnemartin/saws;0.4.1;VR;0;0;1;1;175;228;100;14;-9;0;0;0;-0,4829;-0,0268;-0,00007;2;36
dpkp/kafka-python;v0.9.0;VR;0;0;1;1;15;15;61,1;-2127;-1375;1,367;7,654;1,3333;96,755;5,3753;0,0046;-11;18
dpkp/kafka-python;v0.9.2;VR;0;0;1;1;1;1;80;2389;1536;1,021;-6,324;-1,3704;-105,4485;-5,8583;-0,00775;12;30
dpkp/kafka-python;v0.9.3;VR;0;0;1;1;160;160;86;2612;1501;3,54;1,379;-0,2963;-140,8355;-7,8242;-0,01841;13;43
dpkp/kafka-python;v0.9.4;VR;0;0;1;1;129;129;83,7;569;411;-2,335;-1,249;1;53,9091;2,995;0,00562;0;43
dpkp/kafka-python;1.0.0;VR;0;0;1;1;249;249;86,7;7872;4753;-1,257;-1,957;0,1667;103,8034;5,7669;0,01725;40;83
dpkp/kafka-python;v0.9.5;VR;0;0;1;1;0;0;84,1;-7493;-4516;-0,188;1,668;-0,1667;-105,6139;-5,8674;-0,01755;-39;44
dpkp/kafka-python;1.0.1;VR;0;0;1;1;53;53;87,1;7798;4666;0,188;-1,654;0,1667;105,6139;5,8674;0,01755;41;85
dpkp/kafka-python;1.0.2;VR;0;0;1;1;0;0;87,1;149;119;0;-1,009;-0,0417;31,3235;1,7402;0,00545;0;85
dpkp/kafka-python;1.3.0;VR;0;0;1;1;118;118;91,7;6936;4797;2,57;3,846;-0,125;-46,0222;-2,5568;-0,01007;36;121
dpkp/kafka-python;1.2.5;VR;0;0;1;1;0;0;92,4;-1847;-1417;0;0,392;0;-26,8249;-1,4903;-0,00446;-3;118
dpkp/kafka-python;1.2.4;VR;0;0;1;1;0;0;92,3;-124;-72;0,393;0,426;0;-23,3279;-1,296;-0,00133;-1;117
dpkp/kafka-python;1.2.0;VR;0;0;1;1;0;0;92,3;-116;-101;0;0,479;0;0;0;0;0;117
