nameWithOwner,url,tagName,publishedAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,14,2020-05-13,38535,22399,149,4,36,42,2,A,65.41473103375895,A,63.49140293164267,A,2.2,330.8194695191899,18.378859417732773,0.05263037015078021
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.14.0,2019-06-03,15814,8134,79,6,18,21,2,A,72.65177790866954,A,69.2917174445092,A,2.1052631578947367,193.68285463155456,10.76015859064192,0.02865053103446247
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.14.1,2019-06-03,16341,8446,81,6,18,21,2,A,72.65177790866954,A,69.2917174445092,A,2.1052631578947367,192.8582370877503,10.714346504875017,0.028
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.14.2,2019-06-11,16849,8670,86,6,19,22,2,A,73.33153919542538,A,69.56688232761833,A,1.7571428571428571,190.1725395239984,10.565141084666578,0.026340783751296483
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.14.3,2019-06-26,18178,9491,91,5,21,23,2,A,73.0717801105047,A,69.4167973094647,A,1.8,192.8582370877503,10.714346504875017,0.024743640438853954
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.0,2019-08-13,21296,11280,103,5,24,27,2,A,72.91237051416411,A,68.66400613930492,A,1.7142857142857142,192.8582370877503,10.714346504875017,0.024743640438853954
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.1,2019-09-12,22496,12010,107,5,25,29,2,A,72.65177790866954,A,68.64501398344355,A,1.7142857142857142,193.68285463155456,10.76015859064192,0.02734823416925963
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.2,2019-10-08,25128,13663,115,4,28,33,2,A,72.22486225362051,A,68.28401627593152,A,1.7142857142857142,193.68285463155456,10.76015859064192,0.029974727502502494
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.3,2019-10-17,25128,13663,115,4,28,33,2,A,72.22486225362051,A,68.28401627593152,A,1.7142857142857142,193.68285463155456,10.76015859064192,0.029974727502502494
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.4,2019-10-30,26354,14360,120,4,29,34,2,A,72.5686163838923,A,67.73968147037104,A,1.7142857142857142,193.68285463155456,10.76015859064192,0.029974727502502494
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.5,2019-12-12,30915,17172,139,4,30,35,2,A,72.22486225362051,A,67.83685305761053,A,1.7142857142857142,193.68285463155456,10.76015859064192,0.030253496664211538
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.6,2020-02-26,43917,24564,198,4,48,49,1,A,72.95793716606524,A,67.73226775143993,A,1.7863636363636364,193.27054585965243,10.73725254775847,0.029855110048303796
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.7,2020-02-26,43917,24564,198,4,48,49,1,A,72.95793716606524,A,67.73226775143993,A,1.7863636363636364,193.27054585965243,10.73725254775847,0.029855110048303796
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.8,2020-03-05,43935,24575,198,4,48,49,1,A,72.95793716606524,A,67.73226775143993,A,1.7863636363636364,193.27054585965243,10.73725254775847,0.029855110048303796
quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro.git,0.15.9,2020-04-06,43935,24575,198,4,48,49,1,A,72.95793716606524,A,67.73226775143993,A,1.7863636363636364,193.27054585965243,10.73725254775847,0.029855110048303796
